# GOES-R ABI PFM SRF ch 047 CWG release
# wvl [micron],  wavenum [cm-1],  relative SRF
  0.4446816       22488.0      0.01228335
  0.4447014       22487.0      0.01250261
  0.4447212       22486.0      0.01272502
  0.4447409       22485.0      0.01295061
  0.4447607       22484.0      0.01317941
  0.4447805       22483.0      0.01341144
  0.4448003       22482.0      0.01364674
  0.4448201       22481.0      0.01389040
  0.4448399       22480.0      0.01414725
  0.4448596       22479.0      0.01441734
  0.4448794       22478.0      0.01470070
  0.4448992       22477.0      0.01499737
  0.4449190       22476.0      0.01530738
  0.4449388       22475.0      0.01563077
  0.4449586       22474.0      0.01596759
  0.4449784       22473.0      0.01631786
  0.4449982       22472.0      0.01668162
  0.4450180       22471.0      0.01705832
  0.4450378       22470.0      0.01744699
  0.4450576       22469.0      0.01784740
  0.4450774       22468.0      0.01825929
  0.4450973       22467.0      0.01868243
  0.4451171       22466.0      0.01911660
  0.4451369       22465.0      0.01956153
  0.4451567       22464.0      0.02001701
  0.4451765       22463.0      0.02048278
  0.4451963       22462.0      0.02095862
  0.4452162       22461.0      0.02144428
  0.4452360       22460.0      0.02193953
  0.4452558       22459.0      0.02244411
  0.4452756       22458.0      0.02295781
  0.4452955       22457.0      0.02348037
  0.4453153       22456.0      0.02401156
  0.4453351       22455.0      0.02455113
  0.4453549       22454.0      0.02509886
  0.4453748       22453.0      0.02565449
  0.4453946       22452.0      0.02621779
  0.4454145       22451.0      0.02678852
  0.4454343       22450.0      0.02736643
  0.4454541       22449.0      0.02795130
  0.4454740       22448.0      0.02854287
  0.4454938       22447.0      0.02914091
  0.4455137       22446.0      0.02974517
  0.4455335       22445.0      0.03035542
  0.4455534       22444.0      0.03097142
  0.4455732       22443.0      0.03159292
  0.4455931       22442.0      0.03221968
  0.4456129       22441.0      0.03285146
  0.4456328       22440.0      0.03348802
  0.4456527       22439.0      0.03412912
  0.4456725       22438.0      0.03477452
  0.4456924       22437.0      0.03542397
  0.4457122       22436.0      0.03607723
  0.4457321       22435.0      0.03673406
  0.4457520       22434.0      0.03739422
  0.4457719       22433.0      0.03805747
  0.4457917       22432.0      0.03872356
  0.4458116       22431.0      0.03939225
  0.4458315       22430.0      0.04006330
  0.4458514       22429.0      0.04073647
  0.4458712       22428.0      0.04141150
  0.4458911       22427.0      0.04208817
  0.4459110       22426.0      0.04277003
  0.4459309       22425.0      0.04347777
  0.4459508       22424.0      0.04421926
  0.4459707       22423.0      0.04500008
  0.4459905       22422.0      0.04582581
  0.4460104       22421.0      0.04669674
  0.4460303       22420.0      0.04758732
  0.4460502       22419.0      0.04849319
  0.4460701       22418.0      0.04941411
  0.4460900       22417.0      0.05034987
  0.4461099       22416.0      0.05130024
  0.4461298       22415.0      0.05226499
  0.4461497       22414.0      0.05324389
  0.4461696       22413.0      0.05423673
  0.4461895       22412.0      0.05524326
  0.4462095       22411.0      0.05626327
  0.4462294       22410.0      0.05729652
  0.4462493       22409.0      0.05834279
  0.4462692       22408.0      0.05940185
  0.4462891       22407.0      0.06047348
  0.4463090       22406.0      0.06155744
  0.4463289       22405.0      0.06265352
  0.4463489       22404.0      0.06376147
  0.4463688       22403.0      0.06488107
  0.4463887       22402.0      0.06601210
  0.4464086       22401.0      0.06715433
  0.4464286       22400.0      0.06830752
  0.4464485       22399.0      0.06947145
  0.4464684       22398.0      0.07064589
  0.4464884       22397.0      0.07183061
  0.4465083       22396.0      0.07302539
  0.4465282       22395.0      0.07422998
  0.4465482       22394.0      0.07544418
  0.4465681       22393.0      0.07666773
  0.4465881       22392.0      0.07790042
  0.4466080       22391.0      0.07914202
  0.4466280       22390.0      0.08039230
  0.4466479       22389.0      0.08165102
  0.4466679       22388.0      0.08291795
  0.4466878       22387.0      0.08419288
  0.4467078       22386.0      0.08547555
  0.4467277       22385.0      0.08676576
  0.4467477       22384.0      0.08806326
  0.4467676       22383.0      0.08936782
  0.4467876       22382.0      0.09067922
  0.4468076       22381.0      0.09199722
  0.4468275       22380.0      0.09332160
  0.4468475       22379.0      0.09465211
  0.4468675       22378.0      0.09598854
  0.4468874       22377.0      0.09733064
  0.4469074       22376.0      0.09867819
  0.4469274       22375.0      0.10003096
  0.4469474       22374.0      0.10138871
  0.4469673       22373.0      0.10275122
  0.4469873       22372.0      0.10411824
  0.4470073       22371.0      0.10549042
  0.4470273       22370.0      0.10687711
  0.4470473       22369.0      0.10828095
  0.4470672       22368.0      0.10970195
  0.4470872       22367.0      0.11114013
  0.4471072       22366.0      0.11259549
  0.4471272       22365.0      0.11406807
  0.4471472       22364.0      0.11555787
  0.4471672       22363.0      0.11706491
  0.4471872       22362.0      0.11858921
  0.4472072       22361.0      0.12013078
  0.4472272       22360.0      0.12168964
  0.4472472       22359.0      0.12326581
  0.4472672       22358.0      0.12485930
  0.4472872       22357.0      0.12647014
  0.4473072       22356.0      0.12809832
  0.4473272       22355.0      0.12974388
  0.4473472       22354.0      0.13140683
  0.4473672       22353.0      0.13308719
  0.4473873       22352.0      0.13478496
  0.4474073       22351.0      0.13650018
  0.4474273       22350.0      0.13823285
  0.4474473       22349.0      0.13998299
  0.4474673       22348.0      0.14175061
  0.4474874       22347.0      0.14353575
  0.4475074       22346.0      0.14533915
  0.4475274       22345.0      0.14716875
  0.4475474       22344.0      0.14902610
  0.4475675       22343.0      0.15091051
  0.4475875       22342.0      0.15282128
  0.4476075       22341.0      0.15475771
  0.4476276       22340.0      0.15671910
  0.4476476       22339.0      0.15870477
  0.4476677       22338.0      0.16071401
  0.4476877       22337.0      0.16274612
  0.4477077       22336.0      0.16480041
  0.4477278       22335.0      0.16687617
  0.4477478       22334.0      0.16897271
  0.4477679       22333.0      0.17108932
  0.4477879       22332.0      0.17322531
  0.4478080       22331.0      0.17537997
  0.4478280       22330.0      0.17755261
  0.4478481       22329.0      0.17974252
  0.4478681       22328.0      0.18194900
  0.4478882       22327.0      0.18417135
  0.4479083       22326.0      0.18640886
  0.4479283       22325.0      0.18866084
  0.4479484       22324.0      0.19092659
  0.4479685       22323.0      0.19320538
  0.4479885       22322.0      0.19549654
  0.4480086       22321.0      0.19780137
  0.4480287       22320.0      0.20013556
  0.4480487       22319.0      0.20250155
  0.4480688       22318.0      0.20489815
  0.4480889       22317.0      0.20732417
  0.4481090       22316.0      0.20977839
  0.4481291       22315.0      0.21225964
  0.4481491       22314.0      0.21476670
  0.4481692       22313.0      0.21729838
  0.4481893       22312.0      0.21985347
  0.4482094       22311.0      0.22243079
  0.4482295       22310.0      0.22502912
  0.4482496       22309.0      0.22764727
  0.4482697       22308.0      0.23028403
  0.4482898       22307.0      0.23293820
  0.4483099       22306.0      0.23560858
  0.4483300       22305.0      0.23829396
  0.4483501       22304.0      0.24099313
  0.4483702       22303.0      0.24370489
  0.4483903       22302.0      0.24642804
  0.4484104       22301.0      0.24916136
  0.4484305       22300.0      0.25190365
  0.4484506       22299.0      0.25465370
  0.4484707       22298.0      0.25741031
  0.4484908       22297.0      0.26017226
  0.4485109       22296.0      0.26293833
  0.4485311       22295.0      0.26570733
  0.4485512       22294.0      0.26847804
  0.4485713       22293.0      0.27124925
  0.4485914       22292.0      0.27401973
  0.4486115       22291.0      0.27678829
  0.4486317       22290.0      0.27955371
  0.4486518       22289.0      0.28231477
  0.4486719       22288.0      0.28507025
  0.4486921       22287.0      0.28781894
  0.4487122       22286.0      0.29055963
  0.4487323       22285.0      0.29329109
  0.4487525       22284.0      0.29601210
  0.4487726       22283.0      0.29872146
  0.4487927       22282.0      0.30141793
  0.4488129       22281.0      0.30410031
  0.4488330       22280.0      0.30676736
  0.4488532       22279.0      0.30941787
  0.4488733       22278.0      0.31205061
  0.4488935       22277.0      0.31466436
  0.4489136       22276.0      0.31725790
  0.4489338       22275.0      0.31983001
  0.4489539       22274.0      0.32237945
  0.4489741       22273.0      0.32490502
  0.4489943       22272.0      0.32740546
  0.4490144       22271.0      0.32988027
  0.4490346       22270.0      0.33233182
  0.4490547       22269.0      0.33476238
  0.4490749       22268.0      0.33717416
  0.4490951       22267.0      0.33956937
  0.4491152       22266.0      0.34195022
  0.4491354       22265.0      0.34431891
  0.4491556       22264.0      0.34667766
  0.4491758       22263.0      0.34902869
  0.4491959       22262.0      0.35137420
  0.4492161       22261.0      0.35371642
  0.4492363       22260.0      0.35605756
  0.4492565       22259.0      0.35839983
  0.4492767       22258.0      0.36074546
  0.4492969       22257.0      0.36309667
  0.4493170       22256.0      0.36545499
  0.4493372       22255.0      0.36781974
  0.4493574       22254.0      0.37019017
  0.4493776       22253.0      0.37256555
  0.4493978       22252.0      0.37494514
  0.4494180       22251.0      0.37732821
  0.4494382       22250.0      0.37971403
  0.4494584       22249.0      0.38210184
  0.4494786       22248.0      0.38449093
  0.4494988       22247.0      0.38688055
  0.4495190       22246.0      0.38926995
  0.4495392       22245.0      0.39165842
  0.4495594       22244.0      0.39404520
  0.4495796       22243.0      0.39642955
  0.4495999       22242.0      0.39881075
  0.4496201       22241.0      0.40118804
  0.4496403       22240.0      0.40356069
  0.4496605       22239.0      0.40592796
  0.4496807       22238.0      0.40828910
  0.4497009       22237.0      0.41064338
  0.4497212       22236.0      0.41299006
  0.4497414       22235.0      0.41532838
  0.4497616       22234.0      0.41765761
  0.4497819       22233.0      0.41997701
  0.4498021       22232.0      0.42228583
  0.4498223       22231.0      0.42458334
  0.4498426       22230.0      0.42686877
  0.4498628       22229.0      0.42914139
  0.4498830       22228.0      0.43140047
  0.4499033       22227.0      0.43364524
  0.4499235       22226.0      0.43587496
  0.4499438       22225.0      0.43808889
  0.4499640       22224.0      0.44028629
  0.4499843       22223.0      0.44246640
  0.4500045       22222.0      0.44462919
  0.4500248       22221.0      0.44679343
  0.4500450       22220.0      0.44896689
  0.4500653       22219.0      0.45114855
  0.4500855       22218.0      0.45333736
  0.4501058       22217.0      0.45553227
  0.4501260       22216.0      0.45773224
  0.4501463       22215.0      0.45993623
  0.4501666       22214.0      0.46214319
  0.4501868       22213.0      0.46435208
  0.4502071       22212.0      0.46656185
  0.4502274       22211.0      0.46877145
  0.4502476       22210.0      0.47097984
  0.4502679       22209.0      0.47318596
  0.4502882       22208.0      0.47538878
  0.4503085       22207.0      0.47758724
  0.4503287       22206.0      0.47978029
  0.4503490       22205.0      0.48196688
  0.4503693       22204.0      0.48414597
  0.4503896       22203.0      0.48631649
  0.4504099       22202.0      0.48847741
  0.4504302       22201.0      0.49062766
  0.4504505       22200.0      0.49276620
  0.4504707       22199.0      0.49489197
  0.4504910       22198.0      0.49700391
  0.4505113       22197.0      0.49910098
  0.4505316       22196.0      0.50118211
  0.4505519       22195.0      0.50324626
  0.4505722       22194.0      0.50529236
  0.4505925       22193.0      0.50731936
  0.4506128       22192.0      0.50932621
  0.4506331       22191.0      0.51131183
  0.4506534       22190.0      0.51327519
  0.4506738       22189.0      0.51521520
  0.4506941       22188.0      0.51713083
  0.4507144       22187.0      0.51902100
  0.4507347       22186.0      0.52088466
  0.4507550       22185.0      0.52272074
  0.4507753       22184.0      0.52452818
  0.4507957       22183.0      0.52630592
  0.4508160       22182.0      0.52805290
  0.4508363       22181.0      0.52976805
  0.4508566       22180.0      0.53145031
  0.4508770       22179.0      0.53309862
  0.4508973       22178.0      0.53471190
  0.4509176       22177.0      0.53628910
  0.4509380       22176.0      0.53782915
  0.4509583       22175.0      0.53933097
  0.4509786       22174.0      0.54079350
  0.4509990       22173.0      0.54221568
  0.4510193       22172.0      0.54359198
  0.4510396       22171.0      0.54491793
  0.4510600       22170.0      0.54619566
  0.4510803       22169.0      0.54742727
  0.4511007       22168.0      0.54861492
  0.4511210       22167.0      0.54976072
  0.4511414       22166.0      0.55086681
  0.4511617       22165.0      0.55193533
  0.4511821       22164.0      0.55296840
  0.4512025       22163.0      0.55396828
  0.4512228       22162.0      0.55494620
  0.4512432       22161.0      0.55590885
  0.4512635       22160.0      0.55685670
  0.4512839       22159.0      0.55779021
  0.4513043       22158.0      0.55870984
  0.4513246       22157.0      0.55961606
  0.4513450       22156.0      0.56050932
  0.4513654       22155.0      0.56139010
  0.4513858       22154.0      0.56225885
  0.4514061       22153.0      0.56311603
  0.4514265       22152.0      0.56396212
  0.4514469       22151.0      0.56479757
  0.4514673       22150.0      0.56562285
  0.4514877       22149.0      0.56643842
  0.4515080       22148.0      0.56724476
  0.4515284       22147.0      0.56804231
  0.4515488       22146.0      0.56883156
  0.4515692       22145.0      0.56961296
  0.4515896       22144.0      0.57038698
  0.4516100       22143.0      0.57115408
  0.4516304       22142.0      0.57191474
  0.4516508       22141.0      0.57266942
  0.4516712       22140.0      0.57341859
  0.4516916       22139.0      0.57416271
  0.4517120       22138.0      0.57490224
  0.4517324       22137.0      0.57563767
  0.4517528       22136.0      0.57636946
  0.4517732       22135.0      0.57709806
  0.4517936       22134.0      0.57782396
  0.4518140       22133.0      0.57854762
  0.4518344       22132.0      0.57926952
  0.4518549       22131.0      0.57999011
  0.4518753       22130.0      0.58070986
  0.4518957       22129.0      0.58142926
  0.4519161       22128.0      0.58214877
  0.4519365       22127.0      0.58286885
  0.4519570       22126.0      0.58358998
  0.4519774       22125.0      0.58431263
  0.4519978       22124.0      0.58503727
  0.4520183       22123.0      0.58576002
  0.4520387       22122.0      0.58647481
  0.4520591       22121.0      0.58718193
  0.4520796       22120.0      0.58788173
  0.4521000       22119.0      0.58857455
  0.4521204       22118.0      0.58926076
  0.4521409       22117.0      0.58994070
  0.4521613       22116.0      0.59061473
  0.4521818       22115.0      0.59128320
  0.4522022       22114.0      0.59194646
  0.4522227       22113.0      0.59260486
  0.4522431       22112.0      0.59325876
  0.4522636       22111.0      0.59390851
  0.4522840       22110.0      0.59455447
  0.4523045       22109.0      0.59519698
  0.4523250       22108.0      0.59583641
  0.4523454       22107.0      0.59647310
  0.4523659       22106.0      0.59710741
  0.4523863       22105.0      0.59773970
  0.4524068       22104.0      0.59837032
  0.4524273       22103.0      0.59899961
  0.4524477       22102.0      0.59962795
  0.4524682       22101.0      0.60025568
  0.4524887       22100.0      0.60088316
  0.4525092       22099.0      0.60151075
  0.4525296       22098.0      0.60213880
  0.4525501       22097.0      0.60276766
  0.4525706       22096.0      0.60339769
  0.4525911       22095.0      0.60402926
  0.4526116       22094.0      0.60466271
  0.4526321       22093.0      0.60529840
  0.4526525       22092.0      0.60593669
  0.4526730       22091.0      0.60657794
  0.4526935       22090.0      0.60722250
  0.4527140       22089.0      0.60787073
  0.4527345       22088.0      0.60852300
  0.4527550       22087.0      0.60917964
  0.4527755       22086.0      0.60984104
  0.4527960       22085.0      0.61050753
  0.4528165       22084.0      0.61117949
  0.4528370       22083.0      0.61185727
  0.4528575       22082.0      0.61254122
  0.4528780       22081.0      0.61323172
  0.4528986       22080.0      0.61392911
  0.4529191       22079.0      0.61463376
  0.4529396       22078.0      0.61534602
  0.4529601       22077.0      0.61606627
  0.4529806       22076.0      0.61679484
  0.4530011       22075.0      0.61753212
  0.4530217       22074.0      0.61827992
  0.4530422       22073.0      0.61903963
  0.4530627       22072.0      0.61981135
  0.4530832       22071.0      0.62059521
  0.4531038       22070.0      0.62139133
  0.4531243       22069.0      0.62219983
  0.4531448       22068.0      0.62302083
  0.4531654       22067.0      0.62385444
  0.4531859       22066.0      0.62470080
  0.4532064       22065.0      0.62555959
  0.4532270       22064.0      0.62642480
  0.4532475       22063.0      0.62729450
  0.4532681       22062.0      0.62816880
  0.4532886       22061.0      0.62904782
  0.4533092       22060.0      0.62993166
  0.4533297       22059.0      0.63082044
  0.4533503       22058.0      0.63171426
  0.4533708       22057.0      0.63261324
  0.4533914       22056.0      0.63351749
  0.4534119       22055.0      0.63442711
  0.4534325       22054.0      0.63534222
  0.4534530       22053.0      0.63626293
  0.4534736       22052.0      0.63718935
  0.4534942       22051.0      0.63812158
  0.4535147       22050.0      0.63905975
  0.4535353       22049.0      0.64000395
  0.4535559       22048.0      0.64095431
  0.4535765       22047.0      0.64191093
  0.4535970       22046.0      0.64287393
  0.4536176       22045.0      0.64384341
  0.4536382       22044.0      0.64481949
  0.4536588       22043.0      0.64580227
  0.4536793       22042.0      0.64679187
  0.4536999       22041.0      0.64778840
  0.4537205       22040.0      0.64879198
  0.4537411       22039.0      0.64980270
  0.4537617       22038.0      0.65082069
  0.4537823       22037.0      0.65184606
  0.4538029       22036.0      0.65287891
  0.4538235       22035.0      0.65391936
  0.4538441       22034.0      0.65496752
  0.4538647       22033.0      0.65602351
  0.4538853       22032.0      0.65708743
  0.4539059       22031.0      0.65815940
  0.4539265       22030.0      0.65923952
  0.4539471       22029.0      0.66032791
  0.4539677       22028.0      0.66142469
  0.4539883       22027.0      0.66252996
  0.4540089       22026.0      0.66364505
  0.4540295       22025.0      0.66478441
  0.4540501       22024.0      0.66596325
  0.4540707       22023.0      0.66719540
  0.4540914       22022.0      0.66849473
  0.4541120       22021.0      0.66986673
  0.4541326       22020.0      0.67128200
  0.4541532       22019.0      0.67273512
  0.4541739       22018.0      0.67422458
  0.4541945       22017.0      0.67574885
  0.4542151       22016.0      0.67730641
  0.4542357       22015.0      0.67889575
  0.4542564       22014.0      0.68051534
  0.4542770       22013.0      0.68216365
  0.4542977       22012.0      0.68383917
  0.4543183       22011.0      0.68554036
  0.4543389       22010.0      0.68726571
  0.4543596       22009.0      0.68901368
  0.4543802       22008.0      0.69078275
  0.4544009       22007.0      0.69257139
  0.4544215       22006.0      0.69437807
  0.4544422       22005.0      0.69620126
  0.4544628       22004.0      0.69803943
  0.4544835       22003.0      0.69989105
  0.4545041       22002.0      0.70175459
  0.4545248       22001.0      0.70362851
  0.4545455       22000.0      0.70551128
  0.4545661       21999.0      0.70740136
  0.4545868       21998.0      0.70929722
  0.4546074       21997.0      0.71119732
  0.4546281       21996.0      0.71310013
  0.4546488       21995.0      0.71500411
  0.4546695       21994.0      0.71690771
  0.4546901       21993.0      0.71880940
  0.4547108       21992.0      0.72070763
  0.4547315       21991.0      0.72260088
  0.4547522       21990.0      0.72448758
  0.4547728       21989.0      0.72636620
  0.4547935       21988.0      0.72823520
  0.4548142       21987.0      0.73009303
  0.4548349       21986.0      0.73193814
  0.4548556       21985.0      0.73376899
  0.4548763       21984.0      0.73558403
  0.4548970       21983.0      0.73738171
  0.4549177       21982.0      0.73916048
  0.4549384       21981.0      0.74091880
  0.4549591       21980.0      0.74265511
  0.4549798       21979.0      0.74436786
  0.4550005       21978.0      0.74605551
  0.4550212       21977.0      0.74774568
  0.4550419       21976.0      0.74946307
  0.4550626       21975.0      0.75120539
  0.4550833       21974.0      0.75297033
  0.4551040       21973.0      0.75475561
  0.4551247       21972.0      0.75655892
  0.4551454       21971.0      0.75837796
  0.4551661       21970.0      0.76021044
  0.4551869       21969.0      0.76205405
  0.4552076       21968.0      0.76390648
  0.4552283       21967.0      0.76576544
  0.4552490       21966.0      0.76762862
  0.4552697       21965.0      0.76949371
  0.4552905       21964.0      0.77135841
  0.4553112       21963.0      0.77322039
  0.4553319       21962.0      0.77507736
  0.4553527       21961.0      0.77692700
  0.4553734       21960.0      0.77876699
  0.4553941       21959.0      0.78059503
  0.4554149       21958.0      0.78240879
  0.4554356       21957.0      0.78420596
  0.4554564       21956.0      0.78598423
  0.4554771       21955.0      0.78774126
  0.4554979       21954.0      0.78947475
  0.4555186       21953.0      0.79118236
  0.4555394       21952.0      0.79286177
  0.4555601       21951.0      0.79451067
  0.4555809       21950.0      0.79612672
  0.4556016       21949.0      0.79770759
  0.4556224       21948.0      0.79925097
  0.4556431       21947.0      0.80075451
  0.4556639       21946.0      0.80221589
  0.4556847       21945.0      0.80363277
  0.4557054       21944.0      0.80500283
  0.4557262       21943.0      0.80632372
  0.4557470       21942.0      0.80759311
  0.4557677       21941.0      0.80880866
  0.4557885       21940.0      0.80996804
  0.4558093       21939.0      0.81106890
  0.4558301       21938.0      0.81210890
  0.4558508       21937.0      0.81308570
  0.4558716       21936.0      0.81399696
  0.4558924       21935.0      0.81484033
  0.4559132       21934.0      0.81560263
  0.4559340       21933.0      0.81625962
  0.4559548       21932.0      0.81684366
  0.4559756       21931.0      0.81739161
  0.4559964       21930.0      0.81794032
  0.4560171       21929.0      0.81851268
  0.4560379       21928.0      0.81909780
  0.4560587       21927.0      0.81969401
  0.4560795       21926.0      0.82030006
  0.4561003       21925.0      0.82091469
  0.4561211       21924.0      0.82153666
  0.4561420       21923.0      0.82216472
  0.4561628       21922.0      0.82279761
  0.4561836       21921.0      0.82343409
  0.4562044       21920.0      0.82407289
  0.4562252       21919.0      0.82471277
  0.4562460       21918.0      0.82535248
  0.4562668       21917.0      0.82599075
  0.4562876       21916.0      0.82662633
  0.4563085       21915.0      0.82725797
  0.4563293       21914.0      0.82788441
  0.4563501       21913.0      0.82850439
  0.4563709       21912.0      0.82911665
  0.4563918       21911.0      0.82971994
  0.4564126       21910.0      0.83031299
  0.4564334       21909.0      0.83089455
  0.4564543       21908.0      0.83146334
  0.4564751       21907.0      0.83201812
  0.4564959       21906.0      0.83255762
  0.4565168       21905.0      0.83308057
  0.4565376       21904.0      0.83358572
  0.4565585       21903.0      0.83407179
  0.4565793       21902.0      0.83453753
  0.4566002       21901.0      0.83498165
  0.4566210       21900.0      0.83540291
  0.4566419       21899.0      0.83580004
  0.4566627       21898.0      0.83617175
  0.4566836       21897.0      0.83651680
  0.4567044       21896.0      0.83683390
  0.4567253       21895.0      0.83712178
  0.4567461       21894.0      0.83737918
  0.4567670       21893.0      0.83760482
  0.4567879       21892.0      0.83779744
  0.4568087       21891.0      0.83795893
  0.4568296       21890.0      0.83811411
  0.4568505       21889.0      0.83826555
  0.4568713       21888.0      0.83840954
  0.4568922       21887.0      0.83854239
  0.4569131       21886.0      0.83866039
  0.4569340       21885.0      0.83875983
  0.4569549       21884.0      0.83883702
  0.4569757       21883.0      0.83888823
  0.4569966       21882.0      0.83890977
  0.4570175       21881.0      0.83889135
  0.4570384       21880.0      0.83882086
  0.4570593       21879.0      0.83870049
  0.4570802       21878.0      0.83853269
  0.4571011       21877.0      0.83831991
  0.4571220       21876.0      0.83806461
  0.4571429       21875.0      0.83776924
  0.4571638       21874.0      0.83743627
  0.4571847       21873.0      0.83706815
  0.4572056       21872.0      0.83666735
  0.4572265       21871.0      0.83623633
  0.4572474       21870.0      0.83577755
  0.4572683       21869.0      0.83529348
  0.4572892       21868.0      0.83478659
  0.4573101       21867.0      0.83425934
  0.4573310       21866.0      0.83371420
  0.4573519       21865.0      0.83315365
  0.4573728       21864.0      0.83258015
  0.4573938       21863.0      0.83199619
  0.4574147       21862.0      0.83140423
  0.4574356       21861.0      0.83080675
  0.4574565       21860.0      0.83020624
  0.4574775       21859.0      0.82960516
  0.4574984       21858.0      0.82900600
  0.4575193       21857.0      0.82841124
  0.4575403       21856.0      0.82782337
  0.4575612       21855.0      0.82724487
  0.4575821       21854.0      0.82667822
  0.4576031       21853.0      0.82612592
  0.4576240       21852.0      0.82559044
  0.4576450       21851.0      0.82507429
  0.4576659       21850.0      0.82457995
  0.4576869       21849.0      0.82410991
  0.4577078       21848.0      0.82366366
