# GOES-R ABI PFM SRF ch 064 CWG release
# wvl [micron],  wavenum [cm-1],  relative SRF
  0.5761696       17356.0      0.00251507
  0.5762028       17355.0      0.00254124
  0.5762360       17354.0      0.00256758
  0.5762692       17353.0      0.00259411
  0.5763024       17352.0      0.00262083
  0.5763357       17351.0      0.00264774
  0.5763689       17350.0      0.00267485
  0.5764021       17349.0      0.00270215
  0.5764353       17348.0      0.00272967
  0.5764686       17347.0      0.00275739
  0.5765018       17346.0      0.00278532
  0.5765350       17345.0      0.00281348
  0.5765683       17344.0      0.00284185
  0.5766015       17343.0      0.00287046
  0.5766348       17342.0      0.00289929
  0.5766680       17341.0      0.00292836
  0.5767013       17340.0      0.00295766
  0.5767345       17339.0      0.00298722
  0.5767678       17338.0      0.00301701
  0.5768011       17337.0      0.00304707
  0.5768343       17336.0      0.00307737
  0.5768676       17335.0      0.00310794
  0.5769009       17334.0      0.00313878
  0.5769342       17333.0      0.00316988
  0.5769675       17332.0      0.00320126
  0.5770007       17331.0      0.00323292
  0.5770340       17330.0      0.00326631
  0.5770673       17329.0      0.00330265
  0.5771006       17328.0      0.00333969
  0.5771340       17327.0      0.00337723
  0.5771673       17326.0      0.00341525
  0.5772006       17325.0      0.00345375
  0.5772339       17324.0      0.00349271
  0.5772672       17323.0      0.00353214
  0.5773005       17322.0      0.00357200
  0.5773339       17321.0      0.00361229
  0.5773672       17320.0      0.00365301
  0.5774005       17319.0      0.00369414
  0.5774339       17318.0      0.00373567
  0.5774672       17317.0      0.00377758
  0.5775006       17316.0      0.00381987
  0.5775339       17315.0      0.00386253
  0.5775673       17314.0      0.00390554
  0.5776006       17313.0      0.00394890
  0.5776340       17312.0      0.00399259
  0.5776674       17311.0      0.00403660
  0.5777008       17310.0      0.00408092
  0.5777341       17309.0      0.00412555
  0.5777675       17308.0      0.00417045
  0.5778009       17307.0      0.00421564
  0.5778343       17306.0      0.00426109
  0.5778677       17305.0      0.00430680
  0.5779011       17304.0      0.00435275
  0.5779345       17303.0      0.00439893
  0.5779679       17302.0      0.00444534
  0.5780013       17301.0      0.00449196
  0.5780347       17300.0      0.00454242
  0.5780681       17299.0      0.00459502
  0.5781015       17298.0      0.00464807
  0.5781349       17297.0      0.00470157
  0.5781684       17296.0      0.00475552
  0.5782018       17295.0      0.00480993
  0.5782352       17294.0      0.00486480
  0.5782687       17293.0      0.00492013
  0.5783021       17292.0      0.00497592
  0.5783356       17291.0      0.00503218
  0.5783690       17290.0      0.00508890
  0.5784025       17289.0      0.00514610
  0.5784359       17288.0      0.00520376
  0.5784694       17287.0      0.00526190
  0.5785028       17286.0      0.00532051
  0.5785363       17285.0      0.00537960
  0.5785698       17284.0      0.00543917
  0.5786033       17283.0      0.00549922
  0.5786367       17282.0      0.00555975
  0.5786702       17281.0      0.00562077
  0.5787037       17280.0      0.00568228
  0.5787372       17279.0      0.00574428
  0.5787707       17278.0      0.00580677
  0.5788042       17277.0      0.00586975
  0.5788377       17276.0      0.00593323
  0.5788712       17275.0      0.00599721
  0.5789047       17274.0      0.00606169
  0.5789382       17273.0      0.00612668
  0.5789717       17272.0      0.00619217
  0.5790053       17271.0      0.00625945
  0.5790388       17270.0      0.00633519
  0.5790723       17269.0      0.00641192
  0.5791059       17268.0      0.00648962
  0.5791394       17267.0      0.00656827
  0.5791729       17266.0      0.00664785
  0.5792065       17265.0      0.00672832
  0.5792400       17264.0      0.00680968
  0.5792736       17263.0      0.00689189
  0.5793071       17262.0      0.00697494
  0.5793407       17261.0      0.00705881
  0.5793743       17260.0      0.00714346
  0.5794078       17259.0      0.00722889
  0.5794414       17258.0      0.00731506
  0.5794750       17257.0      0.00740196
  0.5795086       17256.0      0.00748956
  0.5795422       17255.0      0.00757784
  0.5795758       17254.0      0.00766678
  0.5796093       17253.0      0.00775635
  0.5796429       17252.0      0.00784654
  0.5796765       17251.0      0.00793732
  0.5797101       17250.0      0.00802866
  0.5797438       17249.0      0.00812055
  0.5797774       17248.0      0.00821297
  0.5798110       17247.0      0.00830588
  0.5798446       17246.0      0.00839927
  0.5798782       17245.0      0.00849312
  0.5799119       17244.0      0.00858741
  0.5799455       17243.0      0.00868210
  0.5799791       17242.0      0.00877718
  0.5800128       17241.0      0.00887510
  0.5800464       17240.0      0.00898124
  0.5800801       17239.0      0.00908818
  0.5801137       17238.0      0.00919595
  0.5801474       17237.0      0.00930453
  0.5801810       17236.0      0.00941394
  0.5802147       17235.0      0.00952418
  0.5802483       17234.0      0.00963524
  0.5802820       17233.0      0.00974713
  0.5803157       17232.0      0.00985986
  0.5803494       17231.0      0.00997341
  0.5803831       17230.0      0.01008781
  0.5804167       17229.0      0.01020305
  0.5804504       17228.0      0.01031914
  0.5804841       17227.0      0.01043607
  0.5805178       17226.0      0.01055385
  0.5805515       17225.0      0.01067248
  0.5805852       17224.0      0.01079196
  0.5806189       17223.0      0.01091230
  0.5806527       17222.0      0.01103350
  0.5806864       17221.0      0.01115557
  0.5807201       17220.0      0.01127849
  0.5807538       17219.0      0.01140229
  0.5807875       17218.0      0.01152696
  0.5808213       17217.0      0.01165250
  0.5808550       17216.0      0.01177891
  0.5808888       17215.0      0.01190620
  0.5809225       17214.0      0.01203438
  0.5809563       17213.0      0.01216344
  0.5809900       17212.0      0.01229338
  0.5810238       17211.0      0.01242602
  0.5810575       17210.0      0.01256698
  0.5810913       17209.0      0.01271456
  0.5811251       17208.0      0.01286359
  0.5811588       17207.0      0.01301393
  0.5811926       17206.0      0.01316561
  0.5812264       17205.0      0.01331863
  0.5812602       17204.0      0.01347299
  0.5812940       17203.0      0.01362870
  0.5813278       17202.0      0.01378576
  0.5813615       17201.0      0.01394419
  0.5813953       17200.0      0.01410398
  0.5814292       17199.0      0.01426514
  0.5814630       17198.0      0.01442768
  0.5814968       17197.0      0.01459161
  0.5815306       17196.0      0.01475692
  0.5815644       17195.0      0.01492363
  0.5815982       17194.0      0.01509175
  0.5816321       17193.0      0.01526127
  0.5816659       17192.0      0.01543221
  0.5816997       17191.0      0.01560457
  0.5817336       17190.0      0.01577835
  0.5817674       17189.0      0.01595356
  0.5818013       17188.0      0.01613022
  0.5818351       17187.0      0.01630832
  0.5818690       17186.0      0.01648786
  0.5819028       17185.0      0.01666887
  0.5819367       17184.0      0.01685133
  0.5819706       17183.0      0.01703527
  0.5820044       17182.0      0.01722073
  0.5820383       17181.0      0.01741140
  0.5820722       17180.0      0.01760995
  0.5821061       17179.0      0.01781689
  0.5821399       17178.0      0.01803138
  0.5821738       17177.0      0.01824880
  0.5822077       17176.0      0.01846869
  0.5822416       17175.0      0.01869105
  0.5822755       17174.0      0.01891586
  0.5823094       17173.0      0.01914311
  0.5823434       17172.0      0.01937278
  0.5823773       17171.0      0.01960486
  0.5824112       17170.0      0.01983933
  0.5824451       17169.0      0.02007619
  0.5824790       17168.0      0.02031542
  0.5825130       17167.0      0.02055700
  0.5825469       17166.0      0.02080093
  0.5825808       17165.0      0.02104718
  0.5826148       17164.0      0.02129575
  0.5826487       17163.0      0.02154662
  0.5826827       17162.0      0.02179977
  0.5827166       17161.0      0.02205521
  0.5827506       17160.0      0.02231290
  0.5827845       17159.0      0.02257284
  0.5828185       17158.0      0.02283501
  0.5828525       17157.0      0.02309940
  0.5828865       17156.0      0.02336600
  0.5829204       17155.0      0.02363479
  0.5829544       17154.0      0.02390576
  0.5829884       17153.0      0.02417889
  0.5830224       17152.0      0.02445550
  0.5830564       17151.0      0.02474014
  0.5830904       17150.0      0.02503352
  0.5831244       17149.0      0.02533599
  0.5831584       17148.0      0.02564792
  0.5831924       17147.0      0.02596877
  0.5832264       17146.0      0.02629434
  0.5832604       17145.0      0.02662402
  0.5832944       17144.0      0.02695776
  0.5833285       17143.0      0.02729551
  0.5833625       17142.0      0.02763723
  0.5833965       17141.0      0.02798288
  0.5834306       17140.0      0.02833241
  0.5834646       17139.0      0.02868578
  0.5834987       17138.0      0.02904295
  0.5835327       17137.0      0.02940386
  0.5835668       17136.0      0.02976848
  0.5836008       17135.0      0.03013676
  0.5836349       17134.0      0.03050865
  0.5836689       17133.0      0.03088413
  0.5837030       17132.0      0.03126312
  0.5837371       17131.0      0.03164561
  0.5837712       17130.0      0.03203153
  0.5838052       17129.0      0.03242085
  0.5838393       17128.0      0.03281352
  0.5838734       17127.0      0.03320949
  0.5839075       17126.0      0.03360873
  0.5839416       17125.0      0.03401118
  0.5839757       17124.0      0.03441681
  0.5840098       17123.0      0.03482585
  0.5840439       17122.0      0.03524311
  0.5840780       17121.0      0.03567043
  0.5841122       17120.0      0.03610795
  0.5841463       17119.0      0.03655580
  0.5841804       17118.0      0.03701412
  0.5842145       17117.0      0.03748304
  0.5842487       17116.0      0.03796189
  0.5842828       17115.0      0.03844700
  0.5843169       17114.0      0.03893789
  0.5843511       17113.0      0.03943451
  0.5843852       17112.0      0.03993681
  0.5844194       17111.0      0.04044476
  0.5844535       17110.0      0.04095831
  0.5844877       17109.0      0.04147742
  0.5845219       17108.0      0.04200204
  0.5845560       17107.0      0.04253214
  0.5845902       17106.0      0.04306767
  0.5846244       17105.0      0.04360859
  0.5846586       17104.0      0.04415485
  0.5846927       17103.0      0.04470641
  0.5847269       17102.0      0.04526323
  0.5847611       17101.0      0.04582527
  0.5847953       17100.0      0.04639249
  0.5848295       17099.0      0.04696483
  0.5848637       17098.0      0.04754226
  0.5848979       17097.0      0.04812473
  0.5849321       17096.0      0.04871221
  0.5849664       17095.0      0.04930464
  0.5850006       17094.0      0.04990199
  0.5850348       17093.0      0.05050639
  0.5850690       17092.0      0.05112078
  0.5851033       17091.0      0.05174648
  0.5851375       17090.0      0.05238485
  0.5851717       17089.0      0.05303721
  0.5852060       17088.0      0.05370491
  0.5852402       17087.0      0.05438928
  0.5852745       17086.0      0.05509166
  0.5853088       17085.0      0.05581351
  0.5853430       17084.0      0.05655521
  0.5853773       17083.0      0.05731539
  0.5854115       17082.0      0.05809262
  0.5854458       17081.0      0.05888548
  0.5854801       17080.0      0.05969253
  0.5855144       17079.0      0.06051235
  0.5855487       17078.0      0.06134350
  0.5855829       17077.0      0.06218456
  0.5856172       17076.0      0.06303408
  0.5856515       17075.0      0.06389064
  0.5856858       17074.0      0.06475280
  0.5857201       17073.0      0.06561913
  0.5857545       17072.0      0.06648818
  0.5857888       17071.0      0.06735852
  0.5858231       17070.0      0.06822871
  0.5858574       17069.0      0.06909730
  0.5858917       17068.0      0.06996286
  0.5859261       17067.0      0.07082395
  0.5859604       17066.0      0.07167912
  0.5859947       17065.0      0.07252693
  0.5860291       17064.0      0.07337418
  0.5860634       17063.0      0.07423251
  0.5860978       17062.0      0.07509823
  0.5861321       17061.0      0.07596739
  0.5861665       17060.0      0.07683602
  0.5862008       17059.0      0.07770013
  0.5862352       17058.0      0.07855577
  0.5862696       17057.0      0.07939896
  0.5863039       17056.0      0.08022572
  0.5863383       17055.0      0.08103207
  0.5863727       17054.0      0.08181981
  0.5864071       17053.0      0.08259581
  0.5864415       17052.0      0.08336109
  0.5864759       17051.0      0.08411663
  0.5865103       17050.0      0.08486341
  0.5865447       17049.0      0.08560241
  0.5865791       17048.0      0.08633462
  0.5866135       17047.0      0.08706102
  0.5866479       17046.0      0.08778259
  0.5866823       17045.0      0.08850032
  0.5867167       17044.0      0.08921519
  0.5867512       17043.0      0.08992820
  0.5867856       17042.0      0.09064032
  0.5868200       17041.0      0.09135255
  0.5868545       17040.0      0.09206588
  0.5868889       17039.0      0.09278128
  0.5869233       17038.0      0.09349976
  0.5869578       17037.0      0.09422231
  0.5869923       17036.0      0.09494991
  0.5870267       17035.0      0.09568025
  0.5870612       17034.0      0.09640665
  0.5870956       17033.0      0.09712928
  0.5871301       17032.0      0.09784864
  0.5871646       17031.0      0.09856519
  0.5871991       17030.0      0.09927941
  0.5872335       17029.0      0.09999177
  0.5872680       17028.0      0.10070273
  0.5873025       17027.0      0.10141279
  0.5873370       17026.0      0.10212241
  0.5873715       17025.0      0.10283206
  0.5874060       17024.0      0.10354223
  0.5874405       17023.0      0.10425338
  0.5874750       17022.0      0.10496600
  0.5875095       17021.0      0.10568056
  0.5875441       17020.0      0.10639753
  0.5875786       17019.0      0.10711740
  0.5876131       17018.0      0.10784064
  0.5876476       17017.0      0.10856773
  0.5876822       17016.0      0.10929914
  0.5877167       17015.0      0.11003536
  0.5877513       17014.0      0.11077686
  0.5877858       17013.0      0.11152413
  0.5878204       17012.0      0.11227763
  0.5878549       17011.0      0.11303786
  0.5878895       17010.0      0.11380529
  0.5879240       17009.0      0.11458040
  0.5879586       17008.0      0.11536367
  0.5879932       17007.0      0.11615559
  0.5880278       17006.0      0.11696026
  0.5880623       17005.0      0.11778453
  0.5880969       17004.0      0.11862716
  0.5881315       17003.0      0.11948669
  0.5881661       17002.0      0.12036164
  0.5882007       17001.0      0.12124859
  0.5882353       17000.0      0.12214171
  0.5882699       16999.0      0.12304073
  0.5883045       16998.0      0.12394569
  0.5883391       16997.0      0.12485662
  0.5883737       16996.0      0.12577354
  0.5884084       16995.0      0.12669648
  0.5884430       16994.0      0.12762547
  0.5884776       16993.0      0.12856053
  0.5885122       16992.0      0.12950170
  0.5885469       16991.0      0.13044900
  0.5885815       16990.0      0.13140247
  0.5886162       16989.0      0.13236212
  0.5886508       16988.0      0.13332798
  0.5886855       16987.0      0.13430009
  0.5887201       16986.0      0.13527847
  0.5887548       16985.0      0.13626315
  0.5887894       16984.0      0.13725416
  0.5888241       16983.0      0.13825153
  0.5888588       16982.0      0.13925528
  0.5888935       16981.0      0.14026543
  0.5889282       16980.0      0.14128204
  0.5889628       16979.0      0.14230511
  0.5889975       16978.0      0.14333467
  0.5890322       16977.0      0.14437186
  0.5890669       16976.0      0.14541796
  0.5891016       16975.0      0.14647271
  0.5891363       16974.0      0.14753582
  0.5891710       16973.0      0.14860703
  0.5892058       16972.0      0.14968607
  0.5892405       16971.0      0.15077265
  0.5892752       16970.0      0.15186650
  0.5893099       16969.0      0.15296735
  0.5893446       16968.0      0.15407493
  0.5893794       16967.0      0.15518895
  0.5894141       16966.0      0.15630915
  0.5894489       16965.0      0.15743524
  0.5894836       16964.0      0.15856696
  0.5895184       16963.0      0.15970402
  0.5895531       16962.0      0.16084615
  0.5895879       16961.0      0.16199307
  0.5896226       16960.0      0.16314451
  0.5896574       16959.0      0.16430020
  0.5896922       16958.0      0.16545984
  0.5897270       16957.0      0.16662317
  0.5897617       16956.0      0.16778991
  0.5897965       16955.0      0.16895978
  0.5898313       16954.0      0.17013250
  0.5898661       16953.0      0.17130780
  0.5899009       16952.0      0.17248540
  0.5899357       16951.0      0.17366501
  0.5899705       16950.0      0.17484637
  0.5900053       16949.0      0.17602970
  0.5900401       16948.0      0.17725639
  0.5900749       16947.0      0.17851636
  0.5901098       16946.0      0.17978277
  0.5901446       16945.0      0.18105562
  0.5901794       16944.0      0.18233492
  0.5902142       16943.0      0.18362067
  0.5902491       16942.0      0.18491287
  0.5902839       16941.0      0.18621154
  0.5903188       16940.0      0.18751667
  0.5903536       16939.0      0.18882827
  0.5903885       16938.0      0.19014635
  0.5904233       16937.0      0.19147091
  0.5904582       16936.0      0.19280195
  0.5904931       16935.0      0.19413948
  0.5905279       16934.0      0.19548350
  0.5905628       16933.0      0.19683402
  0.5905977       16932.0      0.19819105
  0.5906326       16931.0      0.19955458
  0.5906675       16930.0      0.20092463
  0.5907023       16929.0      0.20230119
  0.5907372       16928.0      0.20368427
  0.5907721       16927.0      0.20507389
  0.5908070       16926.0      0.20647003
  0.5908419       16925.0      0.20787271
  0.5908769       16924.0      0.20928193
  0.5909118       16923.0      0.21069769
  0.5909467       16922.0      0.21212001
  0.5909816       16921.0      0.21354888
  0.5910165       16920.0      0.21498490
  0.5910515       16919.0      0.21643177
  0.5910864       16918.0      0.21788977
  0.5911214       16917.0      0.21935843
  0.5911563       16916.0      0.22083729
  0.5911912       16915.0      0.22232588
  0.5912262       16914.0      0.22382374
  0.5912612       16913.0      0.22533039
  0.5912961       16912.0      0.22684537
  0.5913311       16911.0      0.22836821
  0.5913661       16910.0      0.22989844
  0.5914010       16909.0      0.23143559
  0.5914360       16908.0      0.23297920
  0.5914710       16907.0      0.23452879
  0.5915060       16906.0      0.23608390
  0.5915410       16905.0      0.23764405
  0.5915760       16904.0      0.23920878
  0.5916110       16903.0      0.24077761
  0.5916460       16902.0      0.24235007
  0.5916810       16901.0      0.24392570
  0.5917160       16900.0      0.24550401
  0.5917510       16899.0      0.24708454
  0.5917860       16898.0      0.24866682
  0.5918210       16897.0      0.25025037
  0.5918561       16896.0      0.25183471
  0.5918911       16895.0      0.25341938
  0.5919261       16894.0      0.25500915
  0.5919612       16893.0      0.25661708
  0.5919962       16892.0      0.25825367
  0.5920313       16891.0      0.25991475
  0.5920663       16890.0      0.26158256
  0.5921014       16889.0      0.26325683
  0.5921364       16888.0      0.26493753
  0.5921715       16887.0      0.26662461
  0.5922066       16886.0      0.26831802
  0.5922416       16885.0      0.27001771
  0.5922767       16884.0      0.27172364
  0.5923118       16883.0      0.27343576
  0.5923469       16882.0      0.27515401
  0.5923820       16881.0      0.27687835
  0.5924171       16880.0      0.27860874
  0.5924522       16879.0      0.28034513
  0.5924873       16878.0      0.28208746
  0.5925224       16877.0      0.28383569
  0.5925575       16876.0      0.28558978
  0.5925926       16875.0      0.28734966
  0.5926277       16874.0      0.28911531
  0.5926628       16873.0      0.29088666
  0.5926980       16872.0      0.29266368
  0.5927331       16871.0      0.29444630
  0.5927682       16870.0      0.29623449
  0.5928034       16869.0      0.29802819
  0.5928385       16868.0      0.29982736
  0.5928737       16867.0      0.30163195
  0.5929088       16866.0      0.30344191
  0.5929440       16865.0      0.30525719
  0.5929791       16864.0      0.30707774
  0.5930143       16863.0      0.30890396
  0.5930495       16862.0      0.31073962
  0.5930846       16861.0      0.31258524
  0.5931198       16860.0      0.31444037
  0.5931550       16859.0      0.31630457
  0.5931902       16858.0      0.31817740
  0.5932254       16857.0      0.32005840
  0.5932606       16856.0      0.32194714
  0.5932958       16855.0      0.32384316
  0.5933310       16854.0      0.32574602
  0.5933662       16853.0      0.32765528
  0.5934014       16852.0      0.32957048
  0.5934366       16851.0      0.33149118
  0.5934718       16850.0      0.33341694
  0.5935070       16849.0      0.33534729
  0.5935423       16848.0      0.33728180
  0.5935775       16847.0      0.33922002
  0.5936127       16846.0      0.34116150
  0.5936480       16845.0      0.34310578
  0.5936832       16844.0      0.34505242
  0.5937185       16843.0      0.34700097
  0.5937537       16842.0      0.34895098
  0.5937890       16841.0      0.35090415
  0.5938242       16840.0      0.35286431
  0.5938595       16839.0      0.35483313
  0.5938948       16838.0      0.35681227
  0.5939300       16837.0      0.35880342
  0.5939653       16836.0      0.36080823
  0.5940006       16835.0      0.36282839
  0.5940359       16834.0      0.36486033
  0.5940712       16833.0      0.36689957
  0.5941065       16832.0      0.36894585
  0.5941418       16831.0      0.37099895
  0.5941771       16830.0      0.37305861
  0.5942124       16829.0      0.37512461
  0.5942477       16828.0      0.37719671
  0.5942830       16827.0      0.37927466
  0.5943183       16826.0      0.38135822
  0.5943536       16825.0      0.38344717
  0.5943890       16824.0      0.38554126
  0.5944243       16823.0      0.38764024
  0.5944596       16822.0      0.38974389
  0.5944950       16821.0      0.39185195
  0.5945303       16820.0      0.39396419
  0.5945657       16819.0      0.39608038
  0.5946010       16818.0      0.39820026
  0.5946364       16817.0      0.40032360
  0.5946717       16816.0      0.40245016
  0.5947071       16815.0      0.40457969
  0.5947425       16814.0      0.40671196
  0.5947779       16813.0      0.40884673
  0.5948132       16812.0      0.41098375
  0.5948486       16811.0      0.41312278
  0.5948840       16810.0      0.41526358
  0.5949194       16809.0      0.41740591
  0.5949548       16808.0      0.41954952
  0.5949902       16807.0      0.42169418
  0.5950256       16806.0      0.42384050
  0.5950610       16805.0      0.42599072
  0.5950964       16804.0      0.42814510
  0.5951318       16803.0      0.43030374
  0.5951672       16802.0      0.43246677
  0.5952027       16801.0      0.43463430
  0.5952381       16800.0      0.43680646
  0.5952735       16799.0      0.43898335
  0.5953090       16798.0      0.44116511
  0.5953444       16797.0      0.44335184
  0.5953799       16796.0      0.44554368
  0.5954153       16795.0      0.44774073
  0.5954508       16794.0      0.44994311
  0.5954862       16793.0      0.45215096
  0.5955217       16792.0      0.45436437
  0.5955571       16791.0      0.45658359
  0.5955926       16790.0      0.45881078
  0.5956281       16789.0      0.46104618
  0.5956636       16788.0      0.46328908
  0.5956991       16787.0      0.46553874
  0.5957345       16786.0      0.46779446
  0.5957700       16785.0      0.47005549
  0.5958055       16784.0      0.47232112
  0.5958410       16783.0      0.47459061
  0.5958765       16782.0      0.47686324
  0.5959120       16781.0      0.47913829
  0.5959476       16780.0      0.48141502
  0.5959831       16779.0      0.48369270
  0.5960186       16778.0      0.48597212
  0.5960541       16777.0      0.48826070
  0.5960897       16776.0      0.49055873
  0.5961252       16775.0      0.49286526
  0.5961607       16774.0      0.49517932
  0.5961963       16773.0      0.49749994
  0.5962318       16772.0      0.49982617
  0.5962674       16771.0      0.50215705
  0.5963029       16770.0      0.50449159
  0.5963385       16769.0      0.50682885
  0.5963740       16768.0      0.50916785
  0.5964096       16767.0      0.51150762
  0.5964452       16766.0      0.51384720
  0.5964808       16765.0      0.51618562
  0.5965163       16764.0      0.51852191
  0.5965519       16763.0      0.52085510
  0.5965875       16762.0      0.52318422
  0.5966231       16761.0      0.52550830
  0.5966587       16760.0      0.52782636
  0.5966943       16759.0      0.53013743
  0.5967299       16758.0      0.53244055
  0.5967655       16757.0      0.53473473
  0.5968011       16756.0      0.53701900
  0.5968368       16755.0      0.53929238
  0.5968724       16754.0      0.54155390
  0.5969080       16753.0      0.54380259
  0.5969436       16752.0      0.54603746
  0.5969793       16751.0      0.54825753
  0.5970149       16750.0      0.55046248
  0.5970506       16749.0      0.55265572
  0.5970862       16748.0      0.55483422
  0.5971219       16747.0      0.55699351
  0.5971575       16746.0      0.55912911
  0.5971932       16745.0      0.56123654
  0.5972289       16744.0      0.56331131
  0.5972645       16743.0      0.56535141
  0.5973002       16742.0      0.56736642
  0.5973359       16741.0      0.56935945
  0.5973716       16740.0      0.57133236
  0.5974073       16739.0      0.57328705
  0.5974429       16738.0      0.57522538
  0.5974786       16737.0      0.57714924
  0.5975143       16736.0      0.57906050
  0.5975500       16735.0      0.58096105
  0.5975858       16734.0      0.58285276
  0.5976215       16733.0      0.58473753
  0.5976572       16732.0      0.58661723
  0.5976929       16731.0      0.58849376
  0.5977286       16730.0      0.59036900
  0.5977644       16729.0      0.59224484
  0.5978001       16728.0      0.59412318
  0.5978358       16727.0      0.59600590
  0.5978716       16726.0      0.59789490
  0.5979073       16725.0      0.59979207
  0.5979431       16724.0      0.60169931
  0.5979788       16723.0      0.60361851
  0.5980146       16722.0      0.60554950
  0.5980504       16721.0      0.60747539
  0.5980861       16720.0      0.60939311
  0.5981219       16719.0      0.61130399
  0.5981577       16718.0      0.61320931
  0.5981935       16717.0      0.61511037
  0.5982292       16716.0      0.61700850
  0.5982650       16715.0      0.61890499
  0.5983008       16714.0      0.62080114
  0.5983366       16713.0      0.62269827
  0.5983724       16712.0      0.62459768
  0.5984082       16711.0      0.62650068
  0.5984440       16710.0      0.62840859
  0.5984799       16709.0      0.63032271
  0.5985157       16708.0      0.63224435
  0.5985515       16707.0      0.63417483
  0.5985873       16706.0      0.63611547
  0.5986232       16705.0      0.63806757
  0.5986590       16704.0      0.64003245
  0.5986948       16703.0      0.64201143
  0.5987307       16702.0      0.64400583
  0.5987665       16701.0      0.64601697
  0.5988024       16700.0      0.64804616
  0.5988383       16699.0      0.65009472
  0.5988741       16698.0      0.65216399
  0.5989100       16697.0      0.65425527
  0.5989459       16696.0      0.65637043
  0.5989817       16695.0      0.65857963
  0.5990176       16694.0      0.66087487
  0.5990535       16693.0      0.66320794
  0.5990894       16692.0      0.66557335
  0.5991253       16691.0      0.66796823
  0.5991612       16690.0      0.67038974
  0.5991971       16689.0      0.67283499
  0.5992330       16688.0      0.67530115
  0.5992689       16687.0      0.67778533
  0.5993048       16686.0      0.68028468
  0.5993407       16685.0      0.68279632
  0.5993766       16684.0      0.68531738
  0.5994126       16683.0      0.68784500
