# GOES-R ABI PFM SRF ch 086 CWG release
# wvl [micron],  wavenum [cm-1],  relative SRF
  0.8842515       11309.0      0.34497228
  0.8843297       11308.0      0.33891240
  0.8844079       11307.0      0.33284748
  0.8844861       11306.0      0.32679411
  0.8845644       11305.0      0.32076888
  0.8846426       11304.0      0.31478841
  0.8847209       11303.0      0.30886933
  0.8847992       11302.0      0.30302830
  0.8848774       11301.0      0.29728197
  0.8849558       11300.0      0.29164704
  0.8850341       11299.0      0.28626710
  0.8851124       11298.0      0.28102001
  0.8851908       11297.0      0.27577188
  0.8852691       11296.0      0.27053230
  0.8853475       11295.0      0.26531089
  0.8854259       11294.0      0.26011726
  0.8855043       11293.0      0.25496104
  0.8855827       11292.0      0.24985188
  0.8856611       11291.0      0.24479941
  0.8857396       11290.0      0.23981331
  0.8858181       11289.0      0.23490324
  0.8858965       11288.0      0.23007887
  0.8859750       11287.0      0.22534991
  0.8860535       11286.0      0.22072282
  0.8861320       11285.0      0.21619354
  0.8862106       11284.0      0.21176325
  0.8862891       11283.0      0.20743368
  0.8863677       11282.0      0.20320658
  0.8864462       11281.0      0.19908369
  0.8865248       11280.0      0.19505361
  0.8866034       11279.0      0.19109997
  0.8866820       11278.0      0.18722430
  0.8867607       11277.0      0.18342823
  0.8868393       11276.0      0.17971340
  0.8869180       11275.0      0.17608145
  0.8869966       11274.0      0.17253402
  0.8870753       11273.0      0.16906040
  0.8871540       11272.0      0.16564470
  0.8872327       11271.0      0.16228393
  0.8873114       11270.0      0.15897512
  0.8873902       11269.0      0.15571529
  0.8874689       11268.0      0.15250147
  0.8875477       11267.0      0.14933067
  0.8876265       11266.0      0.14619992
  0.8877053       11265.0      0.14310622
  0.8877841       11264.0      0.14004658
  0.8878629       11263.0      0.13701801
  0.8879418       11262.0      0.13402494
  0.8880206       11261.0      0.13120029
  0.8880995       11260.0      0.12847618
  0.8881783       11259.0      0.12579420
  0.8882572       11258.0      0.12315054
  0.8883361       11257.0      0.12054138
  0.8884151       11256.0      0.11796288
  0.8884940       11255.0      0.11541122
  0.8885730       11254.0      0.11288256
  0.8886519       11253.0      0.11037306
  0.8887309       11252.0      0.10787888
  0.8888099       11251.0      0.10539617
  0.8888889       11250.0      0.10292109
  0.8889679       11249.0      0.10044977
  0.8890469       11248.0      0.09798928
  0.8891260       11247.0      0.09557362
  0.8892051       11246.0      0.09318547
  0.8892841       11245.0      0.09080191
  0.8893632       11244.0      0.08839993
  0.8894423       11243.0      0.08595491
  0.8895214       11242.0      0.08346131
  0.8896006       11241.0      0.08094032
  0.8896797       11240.0      0.07841405
  0.8897589       11239.0      0.07590462
  0.8898381       11238.0      0.07343418
  0.8899172       11237.0      0.07102490
  0.8899964       11236.0      0.06869900
  0.8900757       11235.0      0.06643432
  0.8901549       11234.0      0.06420369
  0.8902341       11233.0      0.06203454
  0.8903134       11232.0      0.05995445
  0.8903927       11231.0      0.05799101
  0.8904720       11230.0      0.05615074
  0.8905513       11229.0      0.05438964
  0.8906306       11228.0      0.05269715
  0.8907099       11227.0      0.05106486
  0.8907892       11226.0      0.04948440
  0.8908686       11225.0      0.04794736
  0.8909480       11224.0      0.04644534
  0.8910274       11223.0      0.04497263
  0.8911068       11222.0      0.04355262
  0.8911862       11221.0      0.04218201
  0.8912656       11220.0      0.04084726
  0.8913450       11219.0      0.03953483
  0.8914245       11218.0      0.03823101
  0.8915040       11217.0      0.03691526
  0.8915835       11216.0      0.03559149
  0.8916630       11215.0      0.03427669
  0.8917425       11214.0      0.03298786
  0.8918220       11213.0      0.03174201
  0.8919015       11212.0      0.03055620
  0.8919811       11211.0      0.02944746
  0.8920607       11210.0      0.02840617
  0.8921402       11209.0      0.02739191
  0.8922198       11208.0      0.02642902
  0.8922995       11207.0      0.02554455
  0.8923791       11206.0      0.02476560
  0.8924587       11205.0      0.02410931
  0.8925384       11204.0      0.02352735
  0.8926180       11203.0      0.02299930
  0.8926977       11202.0      0.02251341
  0.8927774       11201.0      0.02205793
  0.8928571       11200.0      0.02162110
  0.8929369       11199.0      0.02119115
  0.8930166       11198.0      0.02075734
  0.8930964       11197.0      0.02034058
  0.8931761       11196.0      0.01994473
  0.8932559       11195.0      0.01955828
  0.8933357       11194.0      0.01916972
  0.8934155       11193.0      0.01876751
  0.8934954       11192.0      0.01834649
  0.8935752       11191.0      0.01791366
  0.8936550       11190.0      0.01747348
  0.8937349       11189.0      0.01703041
  0.8938148       11188.0      0.01658889
  0.8938947       11187.0      0.01615338
  0.8939746       11186.0      0.01572833
  0.8940545       11185.0      0.01531411
  0.8941345       11184.0      0.01490246
  0.8942144       11183.0      0.01449672
  0.8942944       11182.0      0.01410112
  0.8943744       11181.0      0.01371989
  0.8944544       11180.0      0.01335701
  0.8945344       11179.0      0.01301124
  0.8946144       11178.0      0.01267857
  0.8946945       11177.0      0.01235530
  0.8947745       11176.0      0.01203773
  0.8948546       11175.0      0.01172214
  0.8949347       11174.0      0.01140482
  0.8950148       11173.0      0.01108254
  0.8950949       11172.0      0.01076893
  0.8951750       11171.0      0.01046290
  0.8952551       11170.0      0.01015262
  0.8953353       11169.0      0.00982625
  0.8954155       11168.0      0.00947192
  0.8954957       11167.0      0.00906567
  0.8955759       11166.0      0.00859512
  0.8956561       11165.0      0.00808592
  0.8957363       11164.0      0.00756438
  0.8958165       11163.0      0.00705682
  0.8958968       11162.0      0.00658960
  0.8959771       11161.0      0.00618911
  0.8960573       11160.0      0.00584500
  0.8961376       11159.0      0.00548969
  0.8962180       11158.0      0.00515864
  0.8962983       11157.0      0.00489345
  0.8963786       11156.0      0.00473577
  0.8964590       11155.0      0.00471208
  0.8965394       11154.0      0.00473080
  0.8966197       11153.0      0.00476489
  0.8967001       11152.0      0.00480944
  0.8967806       11151.0      0.00485953
  0.8968610       11150.0      0.00491023
  0.8969414       11149.0      0.00495663
  0.8970219       11148.0      0.00499462
  0.8971024       11147.0      0.00503477
  0.8971828       11146.0      0.00507676
  0.8972633       11145.0      0.00511411
  0.8973439       11144.0      0.00514034
  0.8974244       11143.0      0.00514838
  0.8975049       11142.0      0.00507483
  0.8975855       11141.0      0.00489983
  0.8976661       11140.0      0.00465217
  0.8977467       11139.0      0.00436070
  0.8978273       11138.0      0.00405427
  0.8979079       11137.0      0.00376179
  0.8979885       11136.0      0.00351217
  0.8980692       11135.0      0.00328472
  0.8981498       11134.0      0.00303114
  0.8982305       11133.0      0.00279086
  0.8983112       11132.0      0.00260476
  0.8983919       11131.0      0.00251377
  0.8984726       11130.0      0.00251553
  0.8985533       11129.0      0.00253416
  0.8986341       11128.0      0.00256318
  0.8987148       11127.0      0.00259892
  0.8987956       11126.0      0.00263772
  0.8988764       11125.0      0.00267589
  0.8989572       11124.0      0.00270975
  0.8990380       11123.0      0.00273752
  0.8991189       11122.0      0.00276783
  0.8991997       11121.0      0.00279808
  0.8992806       11120.0      0.00282323
  0.8993615       11119.0      0.00283821
  0.8994423       11118.0      0.00283725
  0.8995233       11117.0      0.00281467
  0.8996042       11116.0      0.00277381
  0.8996851       11115.0      0.00271909
  0.8997661       11114.0      0.00265493
  0.8998470       11113.0      0.00258577
  0.8999280       11112.0      0.00251603
  0.9000090       11111.0      0.00245006
  0.9000900       11110.0      0.00238085
  0.9001710       11109.0      0.00230403
  0.9002521       11108.0      0.00222230
  0.9003331       11107.0      0.00213835
  0.9004142       11106.0      0.00205450
  0.9004953       11105.0      0.00196479
  0.9005764       11104.0      0.00186904
  0.9006575       11103.0      0.00177082
  0.9007386       11102.0      0.00167374
  0.9008197       11101.0      0.00158137
  0.9009009       11100.0      0.00149733
  0.9009821       11099.0      0.00142522
  0.9010633       11098.0      0.00136173
  0.9011445       11097.0      0.00129762
  0.9012257       11096.0      0.00124049
  0.9013069       11095.0      0.00119855
  0.9013881       11094.0      0.00118002
  0.9014694       11093.0      0.00117617
  0.9015507       11092.0      0.00117331
  0.9016320       11091.0      0.00117119
  0.9017133       11090.0      0.00116954
  0.9017946       11089.0      0.00116811
  0.9018759       11088.0      0.00116665
  0.9019572       11087.0      0.00116489
  0.9020386       11086.0      0.00116272
  0.9021200       11085.0      0.00116084
  0.9022014       11084.0      0.00115894
  0.9022828       11083.0      0.00115649
  0.9023642       11082.0      0.00115299
  0.9024456       11081.0      0.00113131
  0.9025271       11080.0      0.00106423
