# GOES-R ABI PFM SRF ch 086 CWG release
# wvl [micron],  wavenum [cm-1],  relative SRF
  0.8329169       12006.0      0.00512193
  0.8329863       12005.0      0.00525481
  0.8330556       12004.0      0.00539107
  0.8331251       12003.0      0.00553380
  0.8331945       12002.0      0.00568270
  0.8332639       12001.0      0.00583740
  0.8333333       12000.0      0.00599679
  0.8334028       11999.0      0.00615950
  0.8334722       11998.0      0.00632563
  0.8335417       11997.0      0.00649532
  0.8336112       11996.0      0.00666871
  0.8336807       11995.0      0.00684593
  0.8337502       11994.0      0.00702711
  0.8338197       11993.0      0.00721239
  0.8338893       11992.0      0.00740191
  0.8339588       11991.0      0.00759580
  0.8340284       11990.0      0.00779451
  0.8340979       11989.0      0.00800154
  0.8341675       11988.0      0.00821898
  0.8342371       11987.0      0.00844837
  0.8343067       11986.0      0.00869011
  0.8343763       11985.0      0.00894103
  0.8344459       11984.0      0.00920040
  0.8345156       11983.0      0.00946780
  0.8345852       11982.0      0.00974277
  0.8346549       11981.0      0.01002489
  0.8347245       11980.0      0.01031371
  0.8347942       11979.0      0.01060879
  0.8348639       11978.0      0.01090969
  0.8349336       11977.0      0.01121598
  0.8350033       11976.0      0.01152722
  0.8350731       11975.0      0.01184888
  0.8351428       11974.0      0.01218538
  0.8352126       11973.0      0.01253622
  0.8352823       11972.0      0.01290080
  0.8353521       11971.0      0.01327494
  0.8354219       11970.0      0.01365684
  0.8354917       11969.0      0.01404687
  0.8355615       11968.0      0.01444541
  0.8356313       11967.0      0.01485285
  0.8357012       11966.0      0.01526957
  0.8357710       11965.0      0.01569594
  0.8358409       11964.0      0.01613234
  0.8359107       11963.0      0.01657917
  0.8359806       11962.0      0.01703679
  0.8360505       11961.0      0.01750756
  0.8361204       11960.0      0.01799802
  0.8361903       11959.0      0.01851055
  0.8362602       11958.0      0.01904728
  0.8363302       11957.0      0.01961026
  0.8364001       11956.0      0.02019673
  0.8364701       11955.0      0.02080382
  0.8365401       11954.0      0.02143095
  0.8366101       11953.0      0.02207752
  0.8366801       11952.0      0.02274295
  0.8367501       11951.0      0.02342664
  0.8368201       11950.0      0.02412800
  0.8368901       11949.0      0.02484644
  0.8369602       11948.0      0.02558136
  0.8370302       11947.0      0.02633375
  0.8371003       11946.0      0.02711597
  0.8371704       11945.0      0.02793106
  0.8372405       11944.0      0.02877934
  0.8373106       11943.0      0.02966117
  0.8373807       11942.0      0.03057684
  0.8374508       11941.0      0.03152430
  0.8375209       11940.0      0.03250201
  0.8375911       11939.0      0.03350976
  0.8376613       11938.0      0.03454732
  0.8377314       11937.0      0.03561449
  0.8378016       11936.0      0.03671105
  0.8378718       11935.0      0.03783679
  0.8379420       11934.0      0.03899147
  0.8380122       11933.0      0.04017512
  0.8380825       11932.0      0.04139743
  0.8381527       11931.0      0.04266557
  0.8382230       11930.0      0.04398214
  0.8382932       11929.0      0.04534970
  0.8383635       11928.0      0.04677085
  0.8384338       11927.0      0.04824832
  0.8385041       11926.0      0.04978941
  0.8385744       11925.0      0.05139363
  0.8386448       11924.0      0.05305620
  0.8387151       11923.0      0.05477231
  0.8387854       11922.0      0.05653716
  0.8388558       11921.0      0.05834596
  0.8389262       11920.0      0.06019390
  0.8389966       11919.0      0.06207615
  0.8390670       11918.0      0.06400414
  0.8391374       11917.0      0.06599416
  0.8392078       11916.0      0.06804386
  0.8392782       11915.0      0.07015082
  0.8393487       11914.0      0.07231265
  0.8394191       11913.0      0.07452691
  0.8394896       11912.0      0.07679221
  0.8395601       11911.0      0.07912821
  0.8396306       11910.0      0.08153595
  0.8397011       11909.0      0.08400560
  0.8397716       11908.0      0.08652730
  0.8398421       11907.0      0.08909121
  0.8399126       11906.0      0.09168745
  0.8399832       11905.0      0.09430616
  0.8400538       11904.0      0.09695714
  0.8401243       11903.0      0.09967405
  0.8401949       11902.0      0.10244381
  0.8402655       11901.0      0.10525134
  0.8403361       11900.0      0.10808154
  0.8404068       11899.0      0.11091931
  0.8404774       11898.0      0.11374953
  0.8405480       11897.0      0.11655704
  0.8406187       11896.0      0.11932671
  0.8406894       11895.0      0.12204991
  0.8407600       11894.0      0.12474203
  0.8408307       11893.0      0.12742083
  0.8409014       11892.0      0.13010396
  0.8409722       11891.0      0.13280910
  0.8410429       11890.0      0.13554231
  0.8411136       11889.0      0.13826895
  0.8411844       11888.0      0.14098924
  0.8412552       11887.0      0.14370796
  0.8413259       11886.0      0.14642991
  0.8413967       11885.0      0.14915988
  0.8414675       11884.0      0.15190267
  0.8415383       11883.0      0.15466308
  0.8416092       11882.0      0.15744593
  0.8416800       11881.0      0.16025603
  0.8417508       11880.0      0.16309819
  0.8418217       11879.0      0.16597724
  0.8418926       11878.0      0.16889802
  0.8419635       11877.0      0.17186535
  0.8420344       11876.0      0.17488731
  0.8421053       11875.0      0.17799042
  0.8421762       11874.0      0.18118573
  0.8422471       11873.0      0.18448075
  0.8423181       11872.0      0.18786806
  0.8423890       11871.0      0.19131783
  0.8424600       11870.0      0.19482713
  0.8425310       11869.0      0.19839408
  0.8426020       11868.0      0.20201676
  0.8426730       11867.0      0.20569328
  0.8427440       11866.0      0.20942174
  0.8428150       11865.0      0.21320023
  0.8428860       11864.0      0.21702686
  0.8429571       11863.0      0.22089970
  0.8430282       11862.0      0.22481935
  0.8430992       11861.0      0.22880616
  0.8431703       11860.0      0.23286027
  0.8432414       11859.0      0.23697577
  0.8433125       11858.0      0.24114673
  0.8433837       11857.0      0.24536724
  0.8434548       11856.0      0.24963136
  0.8435259       11855.0      0.25393315
  0.8435971       11854.0      0.25826667
  0.8436683       11853.0      0.26262598
  0.8437395       11852.0      0.26700510
  0.8438106       11851.0      0.27139810
  0.8438819       11850.0      0.27579898
  0.8439531       11849.0      0.28023550
  0.8440243       11848.0      0.28483784
  0.8440956       11847.0      0.28953403
  0.8441668       11846.0      0.29428007
  0.8442381       11845.0      0.29907357
  0.8443094       11844.0      0.30391216
  0.8443806       11843.0      0.30879344
  0.8444520       11842.0      0.31371504
  0.8445233       11841.0      0.31867454
  0.8445946       11840.0      0.32366957
  0.8446659       11839.0      0.32869773
  0.8447373       11838.0      0.33375661
  0.8448087       11837.0      0.33884382
  0.8448800       11836.0      0.34395695
  0.8449514       11835.0      0.34909359
  0.8450228       11834.0      0.35425321
  0.8450942       11833.0      0.35945970
  0.8451657       11832.0      0.36471930
  0.8452371       11831.0      0.37002978
  0.8453085       11830.0      0.37538892
  0.8453800       11829.0      0.38079450
  0.8454515       11828.0      0.38624428
  0.8455230       11827.0      0.39173605
  0.8455945       11826.0      0.39728120
  0.8456660       11825.0      0.40289166
  0.8457375       11824.0      0.40855690
  0.8458090       11823.0      0.41426624
  0.8458806       11822.0      0.42000897
  0.8459521       11821.0      0.42577439
  0.8460237       11820.0      0.43155522
  0.8460953       11819.0      0.43738620
  0.8461669       11818.0      0.44327076
  0.8462385       11817.0      0.44919822
  0.8463101       11816.0      0.45515786
  0.8463817       11815.0      0.46113899
  0.8464534       11814.0      0.46713088
  0.8465250       11813.0      0.47312280
  0.8465967       11812.0      0.47910402
  0.8466684       11811.0      0.48506377
  0.8467401       11810.0      0.49099130
  0.8468118       11809.0      0.49687583
  0.8468835       11808.0      0.50270658
  0.8469552       11807.0      0.50847275
  0.8470269       11806.0      0.51416027
  0.8470987       11805.0      0.51973539
  0.8471705       11804.0      0.52521086
  0.8472422       11803.0      0.53062735
  0.8473140       11802.0      0.53600690
  0.8473858       11801.0      0.54135275
  0.8474576       11800.0      0.54666815
  0.8475295       11799.0      0.55195636
  0.8476013       11798.0      0.55722062
  0.8476731       11797.0      0.56246419
  0.8477450       11796.0      0.56769035
  0.8478169       11795.0      0.57290235
  0.8478888       11794.0      0.57810347
  0.8479607       11793.0      0.58329697
  0.8480326       11792.0      0.58848459
  0.8481045       11791.0      0.59365750
  0.8481764       11790.0      0.59881448
  0.8482484       11789.0      0.60395648
  0.8483203       11788.0      0.60908445
  0.8483923       11787.0      0.61419932
  0.8484643       11786.0      0.61930204
  0.8485363       11785.0      0.62439355
  0.8486083       11784.0      0.62947479
  0.8486803       11783.0      0.63454672
  0.8487523       11782.0      0.63961028
  0.8488244       11781.0      0.64466641
  0.8488964       11780.0      0.64971607
  0.8489685       11779.0      0.65476021
  0.8490406       11778.0      0.65975544
  0.8491127       11777.0      0.66464666
  0.8491848       11776.0      0.66950110
  0.8492569       11775.0      0.67432334
  0.8493290       11774.0      0.67911796
  0.8494012       11773.0      0.68388955
  0.8494733       11772.0      0.68864270
  0.8495455       11771.0      0.69338200
  0.8496177       11770.0      0.69811205
  0.8496899       11769.0      0.70283747
  0.8497621       11768.0      0.70756285
  0.8498343       11767.0      0.71229282
  0.8499065       11766.0      0.71703198
  0.8499788       11765.0      0.72178497
  0.8500510       11764.0      0.72654433
  0.8501233       11763.0      0.73128142
  0.8501955       11762.0      0.73600103
  0.8502678       11761.0      0.74071007
  0.8503401       11760.0      0.74541545
  0.8504124       11759.0      0.75012411
  0.8504848       11758.0      0.75484297
  0.8505571       11757.0      0.75957897
  0.8506295       11756.0      0.76433906
  0.8507018       11755.0      0.76913020
  0.8507742       11754.0      0.77395935
  0.8508466       11753.0      0.77883347
  0.8509190       11752.0      0.78377312
  0.8509914       11751.0      0.78882176
  0.8510638       11750.0      0.79392356
  0.8511363       11749.0      0.79905063
  0.8512087       11748.0      0.80420101
  0.8512812       11747.0      0.80937290
  0.8513537       11746.0      0.81456446
  0.8514261       11745.0      0.81977388
  0.8514986       11744.0      0.82499934
  0.8515711       11743.0      0.83023901
  0.8516437       11742.0      0.83549107
  0.8517162       11741.0      0.84075370
  0.8517888       11740.0      0.84602505
  0.8518613       11739.0      0.85130331
  0.8519339       11738.0      0.85658663
  0.8520065       11737.0      0.86187323
  0.8520791       11736.0      0.86717076
  0.8521517       11735.0      0.87249776
  0.8522243       11734.0      0.87787141
  0.8522969       11733.0      0.88336747
  0.8523696       11732.0      0.88900632
  0.8524422       11731.0      0.89473944
  0.8525149       11730.0      0.90051822
  0.8525876       11729.0      0.90629404
  0.8526603       11728.0      0.91201819
  0.8527330       11727.0      0.91764194
  0.8528057       11726.0      0.92311651
  0.8528785       11725.0      0.92839304
  0.8529512       11724.0      0.93342266
  0.8530240       11723.0      0.93814840
  0.8530967       11722.0      0.94232123
  0.8531695       11721.0      0.94613037
  0.8532423       11720.0      0.94989687
  0.8533151       11719.0      0.95360010
  0.8533880       11718.0      0.95721942
  0.8534608       11717.0      0.96073416
  0.8535336       11716.0      0.96412363
  0.8536065       11715.0      0.96736714
  0.8536794       11714.0      0.97044395
  0.8537522       11713.0      0.97333331
  0.8538251       11712.0      0.97601445
  0.8538980       11711.0      0.97846659
  0.8539710       11710.0      0.98066057
  0.8540439       11709.0      0.98227794
  0.8541168       11708.0      0.98382038
  0.8541898       11707.0      0.98533553
  0.8542628       11706.0      0.98681306
  0.8543358       11705.0      0.98824263
  0.8544087       11704.0      0.98961388
  0.8544818       11703.0      0.99091645
  0.8545548       11702.0      0.99213996
  0.8546278       11701.0      0.99327403
  0.8547009       11700.0      0.99430827
  0.8547739       11699.0      0.99523227
  0.8548470       11698.0      0.99603599
  0.8549201       11697.0      0.99671639
  0.8549932       11696.0      0.99724280
  0.8550663       11695.0      0.99766068
  0.8551394       11694.0      0.99807172
  0.8552125       11693.0      0.99846725
  0.8552857       11692.0      0.99883769
  0.8553588       11691.0      0.99917346
  0.8554320       11690.0      0.99946497
  0.8555052       11689.0      0.99970262
  0.8555784       11688.0      0.99987680
  0.8556516       11687.0      0.99997788
  0.8557248       11686.0      0.99998518
  0.8557980       11685.0      0.99973665
  0.8558713       11684.0      0.99927276
  0.8559445       11683.0      0.99871246
  0.8560178       11682.0      0.99816795
  0.8560911       11681.0      0.99757478
  0.8561644       11680.0      0.99689825
  0.8562377       11679.0      0.99616100
  0.8563110       11678.0      0.99538568
  0.8563843       11677.0      0.99459495
  0.8564577       11676.0      0.99381151
  0.8565310       11675.0      0.99305807
  0.8566044       11674.0      0.99235239
  0.8566778       11673.0      0.99166637
  0.8567512       11672.0      0.99098930
  0.8568246       11671.0      0.99031870
  0.8568980       11670.0      0.98965209
  0.8569715       11669.0      0.98898697
  0.8570449       11668.0      0.98832233
  0.8571184       11667.0      0.98766195
  0.8571918       11666.0      0.98700489
  0.8572653       11665.0      0.98634963
  0.8573388       11664.0      0.98569464
  0.8574123       11663.0      0.98503840
  0.8574859       11662.0      0.98437795
  0.8575594       11661.0      0.98370812
  0.8576329       11660.0      0.98303308
  0.8577065       11659.0      0.98235799
  0.8577801       11658.0      0.98168804
  0.8578537       11657.0      0.98102839
  0.8579272       11656.0      0.98038421
  0.8580009       11655.0      0.97976071
  0.8580745       11654.0      0.97915656
  0.8581481       11653.0      0.97856827
  0.8582218       11652.0      0.97799731
  0.8582954       11651.0      0.97744515
  0.8583691       11650.0      0.97691081
  0.8584428       11649.0      0.97638860
  0.8585165       11648.0      0.97587719
  0.8585902       11647.0      0.97537543
  0.8586639       11646.0      0.97488219
  0.8587377       11645.0      0.97439632
  0.8588114       11644.0      0.97391669
  0.8588852       11643.0      0.97344216
  0.8589589       11642.0      0.97297157
  0.8590327       11641.0      0.97250454
  0.8591065       11640.0      0.97204803
  0.8591803       11639.0      0.97160831
  0.8592542       11638.0      0.97118450
  0.8593280       11637.0      0.97077051
  0.8594019       11636.0      0.97036471
  0.8594757       11635.0      0.96996545
  0.8595496       11634.0      0.96957110
  0.8596235       11633.0      0.96918002
  0.8596974       11632.0      0.96879055
  0.8597713       11631.0      0.96840107
  0.8598452       11630.0      0.96800992
  0.8599192       11629.0      0.96761545
  0.8599931       11628.0      0.96721602
  0.8600671       11627.0      0.96680933
  0.8601411       11626.0      0.96638569
  0.8602151       11625.0      0.96594869
  0.8602891       11624.0      0.96550243
  0.8603631       11623.0      0.96505105
  0.8604371       11622.0      0.96459869
  0.8605111       11621.0      0.96414947
  0.8605852       11620.0      0.96370754
  0.8606593       11619.0      0.96327705
  0.8607333       11618.0      0.96286214
  0.8608074       11617.0      0.96246697
  0.8608815       11616.0      0.96209570
  0.8609557       11615.0      0.96175956
  0.8610298       11614.0      0.96145909
  0.8611039       11613.0      0.96116066
  0.8611781       11612.0      0.96086629
  0.8612523       11611.0      0.96057497
  0.8613264       11610.0      0.96028570
  0.8614006       11609.0      0.95999748
  0.8614748       11608.0      0.95970930
  0.8615491       11607.0      0.95942016
  0.8616233       11606.0      0.95912904
  0.8616975       11605.0      0.95883494
  0.8617718       11604.0      0.95853684
  0.8618461       11603.0      0.95823798
  0.8619204       11602.0      0.95793743
  0.8619947       11601.0      0.95761746
  0.8620690       11600.0      0.95725921
  0.8621433       11599.0      0.95686274
  0.8622176       11598.0      0.95644071
  0.8622920       11597.0      0.95600583
  0.8623663       11596.0      0.95557082
  0.8624407       11595.0      0.95514844
  0.8625151       11594.0      0.95475142
  0.8625895       11593.0      0.95439253
  0.8626639       11592.0      0.95408425
  0.8627383       11591.0      0.95380753
  0.8628128       11590.0      0.95355018
  0.8628872       11589.0      0.95331976
  0.8629617       11588.0      0.95312386
  0.8630362       11587.0      0.95296883
  0.8631107       11586.0      0.95284748
  0.8631852       11585.0      0.95274805
  0.8632597       11584.0      0.95265928
  0.8633342       11583.0      0.95256995
  0.8634087       11582.0      0.95246878
  0.8634833       11581.0      0.95234452
  0.8635579       11580.0      0.95218321
  0.8636324       11579.0      0.95196392
  0.8637070       11578.0      0.95169639
  0.8637816       11577.0      0.95139535
  0.8638563       11576.0      0.95107550
  0.8639309       11575.0      0.95075159
  0.8640055       11574.0      0.95043825
  0.8640802       11573.0      0.95012376
  0.8641549       11572.0      0.94979627
  0.8642295       11571.0      0.94946121
  0.8643042       11570.0      0.94912404
  0.8643789       11569.0      0.94879021
  0.8644537       11568.0      0.94846031
  0.8645284       11567.0      0.94812856
  0.8646031       11566.0      0.94779592
  0.8646779       11565.0      0.94746352
  0.8647527       11564.0      0.94713249
  0.8648275       11563.0      0.94680398
  0.8649023       11562.0      0.94647911
  0.8649771       11561.0      0.94615902
  0.8650519       11560.0      0.94583257
  0.8651267       11559.0      0.94549019
  0.8652016       11558.0      0.94518350
  0.8652765       11557.0      0.94496370
  0.8653513       11556.0      0.94479837
  0.8654262       11555.0      0.94465937
  0.8655011       11554.0      0.94454027
  0.8655760       11553.0      0.94443464
  0.8656510       11552.0      0.94433603
  0.8657259       11551.0      0.94423798
  0.8658009       11550.0      0.94413403
  0.8658758       11549.0      0.94401771
  0.8659508       11548.0      0.94388257
  0.8660258       11547.0      0.94372015
  0.8661008       11546.0      0.94350868
  0.8661758       11545.0      0.94326590
  0.8662509       11544.0      0.94300808
  0.8663259       11543.0      0.94273523
  0.8664010       11542.0      0.94244721
  0.8664760       11541.0      0.94214392
  0.8665511       11540.0      0.94182522
  0.8666262       11539.0      0.94149098
  0.8667013       11538.0      0.94114109
  0.8667765       11537.0      0.94077541
  0.8668516       11536.0      0.94039381
  0.8669267       11535.0      0.93999619
  0.8670019       11534.0      0.93954694
  0.8670771       11533.0      0.93904490
  0.8671523       11532.0      0.93853150
  0.8672275       11531.0      0.93800955
  0.8673027       11530.0      0.93748185
  0.8673779       11529.0      0.93695122
  0.8674532       11528.0      0.93642046
  0.8675284       11527.0      0.93589240
  0.8676037       11526.0      0.93536985
  0.8676790       11525.0      0.93485564
  0.8677543       11524.0      0.93435258
  0.8678296       11523.0      0.93386351
  0.8679049       11522.0      0.93339068
  0.8679802       11521.0      0.93293295
  0.8680556       11520.0      0.93248477
  0.8681309       11519.0      0.93203715
  0.8682063       11518.0      0.93159193
  0.8682817       11517.0      0.93115146
  0.8683571       11516.0      0.93071808
  0.8684325       11515.0      0.93029416
  0.8685079       11514.0      0.92988204
  0.8685833       11513.0      0.92948409
  0.8686588       11512.0      0.92910266
  0.8687343       11511.0      0.92873302
  0.8688097       11510.0      0.92837238
  0.8688852       11509.0      0.92803207
  0.8689607       11508.0      0.92772352
  0.8690362       11507.0      0.92744909
  0.8691118       11506.0      0.92716406
  0.8691873       11505.0      0.92687770
  0.8692629       11504.0      0.92661042
  0.8693384       11503.0      0.92638264
  0.8694140       11502.0      0.92621482
  0.8694896       11501.0      0.92612743
  0.8695652       11500.0      0.92614252
  0.8696408       11499.0      0.92626319
  0.8697165       11498.0      0.92645770
  0.8697921       11497.0      0.92669236
  0.8698678       11496.0      0.92693342
  0.8699435       11495.0      0.92714712
  0.8700191       11494.0      0.92730320
  0.8700948       11493.0      0.92744747
  0.8701706       11492.0      0.92758900
  0.8702463       11491.0      0.92770718
  0.8703220       11490.0      0.92778136
  0.8703978       11489.0      0.92778740
  0.8704735       11488.0      0.92768005
  0.8705493       11487.0      0.92746967
  0.8706251       11486.0      0.92718035
  0.8707009       11485.0      0.92683616
  0.8707767       11484.0      0.92646122
  0.8708526       11483.0      0.92607967
  0.8709284       11482.0      0.92571568
  0.8710043       11481.0      0.92539299
  0.8710801       11480.0      0.92501750
  0.8711560       11479.0      0.92465529
  0.8712319       11478.0      0.92452535
  0.8713078       11477.0      0.92473427
  0.8713838       11476.0      0.92521846
  0.8714597       11475.0      0.92590903
  0.8715356       11474.0      0.92673704
  0.8716116       11473.0      0.92763347
  0.8716876       11472.0      0.92852922
  0.8717636       11471.0      0.92935513
  0.8718396       11470.0      0.93004197
  0.8719156       11469.0      0.93052041
  0.8719916       11468.0      0.93072109
  0.8720677       11467.0      0.93060412
  0.8721437       11466.0      0.93038350
  0.8722198       11465.0      0.93008146
  0.8722959       11464.0      0.92971189
  0.8723720       11463.0      0.92928901
  0.8724481       11462.0      0.92882709
  0.8725242       11461.0      0.92834040
  0.8726003       11460.0      0.92784322
  0.8726765       11459.0      0.92734986
  0.8727527       11458.0      0.92687463
  0.8728288       11457.0      0.92643186
  0.8729050       11456.0      0.92603590
  0.8729812       11455.0      0.92568764
  0.8730574       11454.0      0.92545522
  0.8731337       11453.0      0.92525188
  0.8732099       11452.0      0.92506738
  0.8732862       11451.0      0.92489959
  0.8733624       11450.0      0.92474637
  0.8734387       11449.0      0.92460558
  0.8735150       11448.0      0.92447508
  0.8735913       11447.0      0.92435272
  0.8736677       11446.0      0.92423637
  0.8737440       11445.0      0.92412388
  0.8738203       11444.0      0.92401855
  0.8738967       11443.0      0.92393066
  0.8739731       11442.0      0.92384071
  0.8740495       11441.0      0.92373595
  0.8741259       11440.0      0.92363400
  0.8742023       11439.0      0.92353117
  0.8742787       11438.0      0.92342130
  0.8743552       11437.0      0.92329825
  0.8744316       11436.0      0.92315587
  0.8745081       11435.0      0.92298797
  0.8745846       11434.0      0.92278841
  0.8746611       11433.0      0.92252827
  0.8747376       11432.0      0.92208512
  0.8748141       11431.0      0.92148773
  0.8748906       11430.0      0.92079115
  0.8749672       11429.0      0.92005050
  0.8750438       11428.0      0.91930584
  0.8751203       11427.0      0.91851380
  0.8751969       11426.0      0.91765149
  0.8752735       11425.0      0.91670232
  0.8753501       11424.0      0.91564969
  0.8754268       11423.0      0.91447698
  0.8755034       11422.0      0.91315358
  0.8755801       11421.0      0.91155377
  0.8756567       11420.0      0.90968821
  0.8757334       11419.0      0.90760299
  0.8758101       11418.0      0.90534419
  0.8758868       11417.0      0.90295799
  0.8759636       11416.0      0.90049058
  0.8760403       11415.0      0.89795208
  0.8761170       11414.0      0.89518389
  0.8761938       11413.0      0.89218191
  0.8762706       11412.0      0.88897077
  0.8763474       11411.0      0.88557346
  0.8764242       11410.0      0.88198724
  0.8765010       11409.0      0.87821554
  0.8765778       11408.0      0.87426783
  0.8766547       11407.0      0.87015359
  0.8767315       11406.0      0.86588232
  0.8768084       11405.0      0.86146351
  0.8768853       11404.0      0.85690670
  0.8769622       11403.0      0.85222139
  0.8770391       11402.0      0.84738277
  0.8771160       11401.0      0.84213055
  0.8771930       11400.0      0.83626498
  0.8772699       11399.0      0.82971908
  0.8773469       11398.0      0.82260303
  0.8774239       11397.0      0.81504333
  0.8775009       11396.0      0.80716661
  0.8775779       11395.0      0.79909966
  0.8776549       11394.0      0.79096936
  0.8777319       11393.0      0.78290276
  0.8778090       11392.0      0.77502703
  0.8778860       11391.0      0.76746948
  0.8779631       11390.0      0.76035755
  0.8780402       11389.0      0.75405544
  0.8781173       11388.0      0.74843518
  0.8781944       11387.0      0.74296136
  0.8782716       11386.0      0.73761924
  0.8783487       11385.0      0.73239408
  0.8784259       11384.0      0.72727111
  0.8785030       11383.0      0.72223555
  0.8785802       11382.0      0.71727260
  0.8786574       11381.0      0.71236746
  0.8787346       11380.0      0.70750530
  0.8788118       11379.0      0.70267127
  0.8788891       11378.0      0.69785052
  0.8789663       11377.0      0.69302818
  0.8790436       11376.0      0.68821268
  0.8791209       11375.0      0.68349331
  0.8791982       11374.0      0.67885688
  0.8792755       11373.0      0.67427586
  0.8793528       11372.0      0.66972268
  0.8794301       11371.0      0.66516974
  0.8795075       11370.0      0.66058942
  0.8795848       11369.0      0.65595406
  0.8796622       11368.0      0.65123600
  0.8797396       11367.0      0.64642283
  0.8798170       11366.0      0.64154368
  0.8798944       11365.0      0.63663384
  0.8799718       11364.0      0.63172863
  0.8800493       11363.0      0.62685299
  0.8801267       11362.0      0.62198784
  0.8802042       11361.0      0.61712848
  0.8802817       11360.0      0.61227277
  0.8803592       11359.0      0.60741857
  0.8804367       11358.0      0.60256374
  0.8805142       11357.0      0.59770612
  0.8805918       11356.0      0.59284358
  0.8806693       11355.0      0.58797396
  0.8807469       11354.0      0.58309511
  0.8808245       11353.0      0.57820487
  0.8809020       11352.0      0.57330110
  0.8809796       11351.0      0.56838164
  0.8810573       11350.0      0.56344598
  0.8811349       11349.0      0.55849747
  0.8812125       11348.0      0.55353662
  0.8812902       11347.0      0.54856376
  0.8813679       11346.0      0.54357921
  0.8814456       11345.0      0.53858331
  0.8815233       11344.0      0.53357637
  0.8816010       11343.0      0.52855872
  0.8816787       11342.0      0.52353066
  0.8817565       11341.0      0.51848712
  0.8818342       11340.0      0.51342546
  0.8819120       11339.0      0.50834716
  0.8819898       11338.0      0.50325366
  0.8820676       11337.0      0.49815356
  0.8821454       11336.0      0.49305711
  0.8822232       11335.0      0.48796109
  0.8823010       11334.0      0.48286208
  0.8823789       11333.0      0.47775669
  0.8824568       11332.0      0.47264149
  0.8825346       11331.0      0.46751308
  0.8826125       11330.0      0.46236803
  0.8826904       11329.0      0.45720293
  0.8827684       11328.0      0.45201434
  0.8828463       11327.0      0.44679883
  0.8829242       11326.0      0.44155297
  0.8830022       11325.0      0.43627334
  0.8830802       11324.0      0.43097121
  0.8831582       11323.0      0.42564941
  0.8832362       11322.0      0.42029444
  0.8833142       11321.0      0.41489279
  0.8833922       11320.0      0.40943093
  0.8834703       11319.0      0.40389530
  0.8835483       11318.0      0.39827022
  0.8836264       11317.0      0.39252442
  0.8837045       11316.0      0.38667768
  0.8837826       11315.0      0.38076387
  0.8838607       11314.0      0.37481692
  0.8839388       11313.0      0.36887077
  0.8840170       11312.0      0.36295616
  0.8840951       11311.0      0.35701069
  0.8841733       11310.0      0.35101056
