# GOES-R ABI PFM SRF ch 161 CWG release
# wvl [micron],  wavenum [cm-1],  relative SRF
  1.5865461        6303.0      0.45914509
  1.5867978        6302.0      0.47121371
  1.5870497        6301.0      0.48338307
  1.5873016        6300.0      0.49560677
  1.5875536        6299.0      0.50788172
  1.5878057        6298.0      0.52005915
  1.5880578        6297.0      0.53202781
  1.5883100        6296.0      0.54368529
  1.5885624        6295.0      0.55526417
  1.5888147        6294.0      0.56668238
  1.5890672        6293.0      0.57790298
  1.5893198        6292.0      0.58894572
  1.5895724        6291.0      0.59988318
  1.5898251        6290.0      0.61051220
  1.5900779        6289.0      0.62092703
  1.5903308        6288.0      0.63142450
  1.5905837        6287.0      0.64192359
  1.5908368        6286.0      0.65223809
  1.5910899        6285.0      0.66221897
  1.5913431        6284.0      0.67198261
  1.5915964        6283.0      0.68173403
  1.5918497        6282.0      0.69149578
  1.5921032        6281.0      0.70138316
  1.5923567        6280.0      0.71135598
  1.5926103        6279.0      0.72139467
  1.5928640        6278.0      0.73152915
  1.5931177        6277.0      0.74198899
  1.5933716        6276.0      0.75266711
  1.5936255        6275.0      0.76310877
  1.5938795        6274.0      0.77386495
  1.5941336        6273.0      0.78538934
  1.5943878        6272.0      0.79760871
  1.5946420        6271.0      0.81067780
  1.5948963        6270.0      0.82467960
  1.5951507        6269.0      0.84061781
  1.5954052        6268.0      0.86292047
  1.5956598        6267.0      0.88704483
  1.5959145        6266.0      0.91052916
  1.5961692        6265.0      0.92810056
  1.5964240        6264.0      0.94379466
  1.5966789        6263.0      0.95679091
  1.5969339        6262.0      0.96657479
  1.5971889        6261.0      0.97390311
  1.5974441        6260.0      0.97985710
  1.5976993        6259.0      0.98451469
  1.5979546        6258.0      0.98847984
  1.5982100        6257.0      0.99172603
  1.5984655        6256.0      0.99381262
  1.5987210        6255.0      0.99588882
  1.5989767        6254.0      0.99777278
  1.5992324        6253.0      0.99896993
  1.5994882        6252.0      0.99977447
  1.5997440        6251.0      0.99999041
  1.6000000        6250.0      0.99985485
  1.6002560        6249.0      0.99954190
  1.6005122        6248.0      0.99923167
  1.6007684        6247.0      0.99885331
  1.6010247        6246.0      0.99858889
  1.6012810        6245.0      0.99862700
  1.6015375        6244.0      0.99865852
  1.6017940        6243.0      0.99867894
  1.6020506        6242.0      0.99858279
  1.6023073        6241.0      0.99831238
  1.6025641        6240.0      0.99795871
  1.6028210        6239.0      0.99751051
  1.6030779        6238.0      0.99678940
  1.6033349        6237.0      0.99561729
  1.6035920        6236.0      0.99448649
  1.6038492        6235.0      0.99385608
  1.6041065        6234.0      0.99373114
  1.6043639        6233.0      0.99374141
  1.6046213        6232.0      0.99362906
  1.6048788        6231.0      0.99340135
  1.6051364        6230.0      0.99340085
  1.6053941        6229.0      0.99363672
  1.6056519        6228.0      0.99385207
  1.6059097        6227.0      0.99395656
  1.6061677        6226.0      0.99373828
  1.6064257        6225.0      0.99331839
  1.6066838        6224.0      0.99256888
  1.6069420        6223.0      0.99179550
  1.6072003        6222.0      0.99103575
  1.6074586        6221.0      0.99026376
  1.6077170        6220.0      0.98956632
  1.6079756        6219.0      0.98915431
  1.6082342        6218.0      0.98889309
  1.6084928        6217.0      0.98861016
  1.6087516        6216.0      0.98849946
  1.6090105        6215.0      0.98845296
  1.6092694        6214.0      0.98828698
  1.6095284        6213.0      0.98785460
  1.6097875        6212.0      0.98713295
  1.6100467        6211.0      0.98595926
  1.6103060        6210.0      0.98454006
  1.6105653        6209.0      0.98290256
  1.6108247        6208.0      0.98088326
  1.6110843        6207.0      0.97876955
  1.6113439        6206.0      0.97655172
  1.6116035        6205.0      0.97423840
  1.6118633        6204.0      0.97192727
  1.6121232        6203.0      0.96979960
  1.6123831        6202.0      0.96786678
  1.6126431        6201.0      0.96622789
  1.6129032        6200.0      0.96458832
  1.6131634        6199.0      0.96318614
  1.6134237        6198.0      0.96211053
  1.6136840        6197.0      0.96132998
  1.6139445        6196.0      0.96068694
  1.6142050        6195.0      0.96042182
  1.6144656        6194.0      0.96025888
  1.6147263        6193.0      0.96008492
  1.6149871        6192.0      0.96018666
  1.6152479        6191.0      0.96049459
  1.6155089        6190.0      0.96100120
  1.6157699        6189.0      0.96194976
  1.6160310        6188.0      0.96313628
  1.6162922        6187.0      0.96475961
  1.6165535        6186.0      0.96654895
  1.6168149        6185.0      0.96836855
  1.6170763        6184.0      0.97014512
  1.6173379        6183.0      0.97196125
  1.6175995        6182.0      0.97367577
  1.6178612        6181.0      0.97531932
  1.6181230        6180.0      0.97613263
  1.6183849        6179.0      0.97599174
  1.6186468        6178.0      0.97514689
  1.6189089        6177.0      0.97404401
  1.6191710        6176.0      0.97250375
  1.6194332        6175.0      0.97028343
  1.6196955        6174.0      0.96715932
  1.6199579        6173.0      0.96259218
  1.6202204        6172.0      0.95698037
  1.6204829        6171.0      0.94991252
  1.6207455        6170.0      0.94145061
  1.6210083        6169.0      0.93193151
  1.6212711        6168.0      0.91964448
  1.6215340        6167.0      0.90602631
  1.6217970        6166.0      0.89089566
  1.6220600        6165.0      0.87417797
  1.6223232        6164.0      0.85610534
  1.6225864        6163.0      0.83437555
  1.6228497        6162.0      0.81036894
  1.6231131        6161.0      0.79267180
  1.6233766        6160.0      0.78189672
  1.6236402        6159.0      0.77288222
  1.6239039        6158.0      0.76492125
  1.6241676        6157.0      0.75797053
  1.6244314        6156.0      0.75179151
  1.6246954        6155.0      0.74600667
  1.6249594        6154.0      0.74042918
  1.6252235        6153.0      0.73444669
  1.6254876        6152.0      0.72814744
  1.6257519        6151.0      0.72121532
  1.6260163        6150.0      0.71347909
  1.6262807        6149.0      0.70561326
  1.6265452        6148.0      0.69761721
  1.6268098        6147.0      0.68951297
  1.6270745        6146.0      0.68132902
  1.6273393        6145.0      0.67314203
  1.6276042        6144.0      0.66490205
  1.6278691        6143.0      0.65652181
  1.6281342        6142.0      0.64804381
  1.6283993        6141.0      0.63951394
  1.6286645        6140.0      0.63108898
  1.6289298        6139.0      0.62282451
  1.6291952        6138.0      0.61466871
  1.6294606        6137.0      0.60675062
  1.6297262        6136.0      0.59876361
  1.6299918        6135.0      0.59063210
  1.6302576        6134.0      0.58204624
  1.6305234        6133.0      0.57325087
  1.6307893        6132.0      0.56421816
  1.6310553        6131.0      0.55480171
  1.6313214        6130.0      0.54533358
  1.6315875        6129.0      0.53586483
  1.6318538        6128.0      0.52639849
  1.6321201        6127.0      0.51676508
  1.6323865        6126.0      0.50685541
  1.6326531        6125.0      0.49675269
  1.6329197        6124.0      0.48625297
  1.6331863        6123.0      0.47510516
  1.6334531        6122.0      0.46264588
  1.6337200        6121.0      0.44977712
  1.6339869        6120.0      0.43671065
  1.6342540        6119.0      0.42363331
  1.6345211        6118.0      0.41037807
  1.6347883        6117.0      0.39727078
  1.6350556        6116.0      0.38479010
  1.6353230        6115.0      0.37300978
  1.6355904        6114.0      0.36131530
  1.6358580        6113.0      0.34967016
  1.6361257        6112.0      0.33809958
  1.6363934        6111.0      0.32667852
  1.6366612        6110.0      0.31541245
  1.6369291        6109.0      0.30422287
  1.6371971        6108.0      0.29313081
  1.6374652        6107.0      0.28209387
  1.6377334        6106.0      0.27111121
  1.6380016        6105.0      0.26035547
  1.6382700        6104.0      0.24992311
  1.6385384        6103.0      0.23962327
  1.6388069        6102.0      0.22955402
  1.6390756        6101.0      0.21979741
  1.6393443        6100.0      0.21013490
  1.6396131        6099.0      0.20071725
  1.6398819        6098.0      0.19155043
  1.6401509        6097.0      0.18293678
  1.6404199        6096.0      0.17475678
  1.6406891        6095.0      0.16719924
  1.6409583        6094.0      0.16009272
  1.6412276        6093.0      0.15344731
  1.6414970        6092.0      0.14704960
  1.6417665        6091.0      0.14070109
  1.6420361        6090.0      0.13427701
  1.6423058        6089.0      0.12759681
  1.6425756        6088.0      0.12074837
  1.6428454        6087.0      0.11376561
  1.6431153        6086.0      0.10670441
  1.6433854        6085.0      0.09958812
  1.6436555        6084.0      0.09231457
  1.6439257        6083.0      0.08456797
  1.6441960        6082.0      0.07646713
  1.6444664        6081.0      0.06826437
  1.6447368        6080.0      0.06088390
  1.6450074        6079.0      0.05472164
  1.6452781        6078.0      0.04924550
  1.6455488        6077.0      0.04416105
  1.6458196        6076.0      0.03972354
  1.6460905        6075.0      0.03580652
  1.6463615        6074.0      0.03227088
  1.6466326        6073.0      0.02888634
  1.6469038        6072.0      0.02565937
  1.6471751        6071.0      0.02274981
  1.6474465        6070.0      0.02030559
  1.6477179        6069.0      0.01852198
  1.6479895        6068.0      0.01701143
  1.6482611        6067.0      0.01560423
  1.6485328        6066.0      0.01405953
  1.6488046        6065.0      0.01239413
  1.6490765        6064.0      0.01094790
  1.6493485        6063.0      0.00988084
  1.6496206        6062.0      0.00922089
  1.6498928        6061.0      0.00863328
  1.6501650        6060.0      0.00807786
  1.6504374        6059.0      0.00742168
  1.6507098        6058.0      0.00660089
  1.6509823        6057.0      0.00586224
  1.6512550        6056.0      0.00534459
  1.6515277        6055.0      0.00508913
  1.6518005        6054.0      0.00491109
  1.6520734        6053.0      0.00474056
  1.6523463        6052.0      0.00457269
  1.6526194        6051.0      0.00439490
  1.6528926        6050.0      0.00421143
  1.6531658        6049.0      0.00402120
  1.6534392        6048.0      0.00381051
  1.6537126        6047.0      0.00357861
  1.6539861        6046.0      0.00333849
  1.6542597        6045.0      0.00309587
  1.6545334        6044.0      0.00282228
  1.6548072        6043.0      0.00255333
  1.6550811        6042.0      0.00231687
  1.6553551        6041.0      0.00214485
  1.6556291        6040.0      0.00200818
  1.6559033        6039.0      0.00190515
  1.6561775        6038.0      0.00185139
  1.6564519        6037.0      0.00189538
  1.6567263        6036.0      0.00202329
  1.6570008        6035.0      0.00214943
  1.6572754        6034.0      0.00220480
  1.6575501        6033.0      0.00217637
  1.6578249        6032.0      0.00212814
  1.6580998        6031.0      0.00206538
  1.6583748        6030.0      0.00195895
  1.6586499        6029.0      0.00176517
  1.6589250        6028.0      0.00155306
  1.6592003        6027.0      0.00134178
  1.6594756        6026.0      0.00111784
